# BEAST v1.7.0 Prerelease r4143, r4143
# Generated Wed Jul 26 18:09:17 BST 2017 [seed=1501088955461]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(arx_obsr)	tmrca(paralog_arx)	yule.birthRate	CP1+2.kappa	CP3.kappa	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	CP1+2.treeLikelihood	CP3.treeLikelihood	speciation
230000	-8480.006103397505	-274.7352860382525	-8205.270817359253	3.6082641108211186	0.9997643505011099	0.8333977035447897	1.1743262577016909	1.1868735952226042	4.732602222656951	0.5009926838203738	3.934124279752982	0.6077590742114641	1.784481851577074	0.14739508271212434	0.5013995453032506	0.13237255573670675	0.49251543608553683	0.08596027039762127	-3999.461543819314	-4205.809273539939	-38.220559417588646
240000	-8498.190450808124	-272.5277815309095	-8225.662669277215	3.215267358883139	0.9993786325074164	0.8976199690944918	1.1237861860603864	1.37201897991759	4.792412606064478	0.5155440443781628	3.5128332926554267	0.5584988214410521	1.883002357117898	0.14634514608336197	0.3828928689810405	0.15192244822172482	0.37474214123104876	0.15229792400675615	-4025.4988497196596	-4200.163819557555	-36.92536556218815
250000	-8496.649702918958	-272.68912736613623	-8223.960575552821	4.124466140951691	0.9993786325074164	0.9521196216955967	1.3320515982586763	1.5788834783182666	3.8361081417990825	0.46780901887441095	3.4267132258936277	0.6495391310274877	1.7009217379450268	0.1619789878581961	0.406362282867217	0.15389192090263354	0.37560562770982864	0.18336958991683372	-4030.219503855977	-4193.741071696843	-37.486214857404434
260000	-8485.191526755674	-269.9430894955183	-8215.248437260156	3.119973666261454	0.9992341213490893	0.9653571196979243	0.8951568454118447	1.2593100733393423	4.03752886557498	0.46393464254742783	3.0802379515307092	0.6096439308938354	1.7807121382123314	0.1619295141853746	0.3855564796040735	0.1586462533740444	0.42192001045229693	0.04985842813331267	-4016.032775953769	-4199.215661306386	-35.47102898106296
270000	-8494.461174559276	-272.3157771818112	-8222.145397377464	3.5353165821215438	1.001577287359761	0.8396464658978378	1.1996025392572764	1.1046348694884525	4.104380756801914	0.480973393398158	3.790220843139823	0.5760350941326335	1.847929811734735	0.13891222489148028	0.35066249457265564	0.14852673255326004	0.39318165232995544	0.17153528743366825	-4026.152031234284	-4195.9933661431805	-35.582746633099966
280000	-8512.074448695772	-276.01970237818654	-8236.054746317586	4.2527478638882465	0.9999959489535459	0.9999959489535459	0.9061139388337524	1.0315810492693118	4.027549098789603	0.4241992289988265	3.235924840218488	0.45759873749327973	2.084802525013443	0.1334809268458027	0.4133157506614395	0.13160655146768746	0.41923450317494676	-0.18666971492108742	-4022.00991874171	-4214.044827575877	-41.61643049387611
290000	-8503.493325432031	-273.19888587211994	-8230.294439559912	3.413433304710166	1.0004804114379415	0.8038519404464	1.0939963901098102	1.134361438215031	4.446378901309541	0.47917611588862347	2.4058445612314316	0.579066194702829	1.8418676105943448	0.11133642914439537	0.373464302438909	0.12241815682115798	0.3811577143093175	0.13882608415834274	-4012.0571792917467	-4218.237260268164	-40.18338882512088
300000	-8503.460268367933	-278.7765656155864	-8224.683702752347	4.031215787310591	1.0000777866893311	0.9536066713370493	0.9001812411385889	1.0571289588419497	4.08603005928599	0.4093164316277374	3.578599036630419	0.5842225748042896	1.8315548503914238	0.12182853734352007	0.45443680119308183	0.11612011203772493	0.46516693173522616	0.09626576954383012	-4012.854328740098	-4211.829374012248	-43.56361302867615
310000	-8510.917522008189	-278.24670372144436	-8232.670818286744	3.918664251308147	1.0000777866893311	0.8537820964105343	1.1136358973326674	1.2735132598804135	3.5850819606497657	0.5008762237731038	3.227387438653501	0.5970684639688738	1.8058630720622555	0.13315924764908954	0.3458158789352053	0.12406224770802526	0.300603260776811	0.020257786988735177	-4020.2268341536837	-4212.443984133061	-43.953593943567505
320000	-8505.435116122713	-285.3934037753531	-8220.04171234736	5.019735678641547	1.0000777866893311	0.915100127128385	0.6768000071586472	1.1666998214113413	4.1759577096259815	0.42969176460196623	2.9815326945681653	0.5673366666072797	1.8653266667854438	0.1079361392601109	0.2560894997680322	0.10294667677786623	0.26820020234052383	-0.042526795908615585	-4025.8871746022664	-4194.154537745093	-51.859151823733356
330000	-8513.898400072578	-286.2380449422357	-8227.660355130341	5.152459406779476	1.001356456820881	1.001356456820881	0.9931659288078059	1.2729178771093135	3.980373966028901	0.5188004478280602	2.9355894820918613	0.6041533809462382	1.7916932381075268	0.10980920354284815	0.3667537052796431	0.10485744249721961	0.34243521809806904	0.07183860826228203	-4018.0981623661087	-4209.562192764233	-51.385854017361204
340000	-8493.474967154767	-285.39282012467254	-8208.082147030094	4.711017682863135	0.9988257176039222	0.9738832226951555	0.6615141888745351	1.0402719413281494	4.51662435065608	0.4292628970478603	3.218812441638141	0.5754408364623117	1.8491183270753797	0.10750598917584726	0.40296593318054325	0.1070309173803075	0.4098337275516742	-0.013124476713924655	-4016.789151527719	-4191.2929955023765	-50.20532247569949
350000	-8519.349449592484	-283.2841532914064	-8236.065296301078	4.616250878286687	0.9995351878377574	0.9225665235076874	0.7002646863421699	1.1698391348533015	4.336626876301151	0.5168482444055676	2.4126427210316193	0.5992032321854083	1.8015935356291866	0.10465565750188222	0.19783186781636114	0.10161741704514118	0.18351620315024095	0.08345775198326091	-4035.2972237152803	-4200.768072585797	-50.734087186557595
360000	-8506.374033036176	-281.7354728063239	-8224.638560229852	4.394562374722974	1.0006348889403496	1.1069717845868867	0.8226009645421525	1.0903283267823582	4.18992113871144	0.3968411653103919	2.3158048198040793	0.5788286917182266	1.84234261656355	0.09610542847156386	0.3537140167232187	0.10277500771845205	0.35388668951837476	0.08167018210397428	-4017.5235256475967	-4207.115034582256	-49.13160663667927
370000	-8507.837607163665	-281.54808379267956	-8226.289523370986	4.367142576349143	1.000183285253149	1.000183285253149	0.7417624175835301	1.0475312969734343	4.329976398091682	0.4674765290070569	2.8869603897445515	0.6202558008047903	1.7594883983904226	0.10091006742191568	0.2960689166876504	0.10577139299852907	0.30241325937193486	0.06353905030050527	-4026.905192365184	-4199.384331005801	-47.99265589579805
380000	-8501.617915202674	-283.00727105300365	-8218.61064414967	4.032087182427416	1.0005817727155655	0.9994462176427844	0.7543108120060734	1.3105087838314395	3.885122767018176	0.4904839556229564	4.4725804800714934	0.5536493274576602	1.8927013450846826	0.1088521868845606	0.30945199548993996	0.12078167037890344	0.3471201211420624	-0.14565752872513685	-4018.318529226174	-4200.292114923497	-46.07510925085836
390000	-8509.206231024797	-279.26351759098327	-8229.942713433813	4.269927522008013	0.9993702014098486	0.9993702014098486	0.8921726676594703	1.4671859214215799	4.564372549867019	0.5515861111603212	2.895898018101582	0.6203546910185336	1.759290617962936	0.12427560829916988	0.22836949457404862	0.12924585950631612	0.23790305653810395	0.22234615498403426	-4021.188871624572	-4208.753841809241	-45.30771957353899
400000	-8505.864306951404	-279.7008728881117	-8226.163434063292	3.821015492262168	0.999503011447599	0.7870805154122763	0.991942471230447	1.250690400580375	4.621217497174517	0.49810722167642696	3.706576308187807	0.64815676149285	1.7036864770143032	0.12904810024709729	0.34397704504886784	0.1301592262764237	0.33896884731037574	0.10363906256205875	-4028.9134777029226	-4197.24995636037	-44.03049716325805
410000	-8495.839881150723	-278.45975711006815	-8217.380124040656	3.65240556060194	0.9994230846825961	0.965405106953628	0.808616156926879	1.2501643215855007	4.1653796432774834	0.5565573724145332	3.502395562668051	0.6232502914745744	1.7534994170508542	0.11179062949456907	0.435664879455559	0.12077480870257264	0.4261448195167322	-0.09502283069329238	-4016.065323846979	-4201.314800193677	-42.89882868737542
420000	-8492.517902587626	-281.97481269645647	-8210.543089891169	3.6250499853522413	1.0014740921291958	0.8459230241799107	1.2163479506381856	1.3399642330739467	4.334507770960672	0.4817657717577578	3.5462451477241546	0.5722221120580429	1.8555557758839172	0.1224328840022094	0.46482536055248636	0.12544143116108727	0.5594671044595547	0.08711648834481642	-4012.61073928321	-4197.932350607958	-45.37924501195825
430000	-8487.025339622895	-277.393115902359	-8209.632223720535	3.4899832305035874	1.0006341464758408	0.9679168112507927	0.8397953172861143	1.1596026220753728	4.206411199819436	0.5450305858785481	3.774623877343847	0.656135155683406	1.6877296886331912	0.1267662826500153	0.40073723999562394	0.13160189920229462	0.4597037086455551	0.033010330527826336	-4008.2628765872223	-4201.369347133314	-41.402815384268216
440000	-8485.279634105478	-275.80268586333904	-8209.47694824214	3.6636181452562258	0.9999184616532408	0.9999184616532408	0.9403157747474936	1.2048778710680388	4.115758792975026	0.46385217016545643	3.694760999575627	0.6257551639483642	1.7484896721032748	0.1257097440748618	0.3600665638727479	0.14014414957037344	0.3511692832673531	-0.018635876903955656	-4012.21811802142	-4197.2588302207205	-40.465007211713434
450000	-8503.788837296506	-278.5127712354002	-8225.276066061106	3.568983007713736	1.000094901480597	1.2071023826079812	1.012490300252365	1.2605100930732174	3.7918557256972214	0.45999859077461064	4.11875130450722	0.559976959971642	1.8800460800567191	0.11764661784586904	0.36468262605677976	0.12386203813079437	0.3446249782433529	0.13165168469416827	-4021.6860440535356	-4203.590022007569	-42.39882117790672
460000	-8500.399311454768	-277.47441458149353	-8222.924896873275	3.567885372311764	1.000846004355754	1.1464402864915417	1.1481291637580981	1.1897545226551909	4.382422626766379	0.4100530702014746	3.680710534504009	0.5346834784363601	1.930633043127283	0.12978925272924186	0.5335807847207068	0.13222140984346853	0.4999279759255428	-0.16741608403041405	-4028.3394609304087	-4194.585435942868	-41.32156333531825
470000	-8498.09506331684	-276.64382315707593	-8221.451240159764	3.7582734384630188	1.0003564451537714	0.9253272210401482	1.0183905497431511	1.2682404521184167	4.037633967874056	0.5080254214752162	3.1526252051459416	0.6522118540124382	1.6955762919751267	0.12616432951767642	0.2689267564229238	0.13248805598173816	0.30767301772131306	-0.1406739917243953	-4030.9267020122447	-4190.524538147519	-42.51338255127827
480000	-8503.50985248764	-276.0477263405561	-8227.462126147084	3.294606916404927	1.0006923623118043	1.0670512831544667	0.9917222467618007	1.290246636430179	4.037107392293716	0.5290628022681493	3.4581416337365467	0.6299840823347564	1.7400318353304902	0.12488868684947169	0.46109620718229155	0.1280052338672978	0.43690961261194305	0.20038645783500694	-4017.2466383726105	-4210.215487774473	-40.502412559155765
490000	-8495.187812602015	-268.78938841076683	-8226.398424191248	3.033310229348061	0.9996874690071623	0.7125886538271461	1.2794913449917769	1.1839124973027189	3.680173701135598	0.5151237774071319	2.552642030794263	0.5890619545057492	1.8218760909885048	0.14441952256919352	0.3602205362383272	0.1491334857022064	0.3711854560393048	0.1359091017089213	-4022.5749598141715	-4203.823464377076	-35.73363228377729
500000	-8487.968427983133	-275.9395264811026	-8212.02890150203	3.586248503961075	1.0009093680178827	1.0009093680178827	1.3173560915558131	1.3230059906116975	3.9150211618890354	0.5127563140251272	2.997346624354255	0.5982294281194865	1.80354114376103	0.13283820359195078	0.45584366390091535	0.13417815926713308	0.4436785550776414	-0.11636327911080532	-4011.1074640146194	-4200.92143748741	-41.21512816498385
510000	-8504.745372839105	-280.064342075103	-8224.681030764003	4.213564974208313	1.0009093680178827	0.8550317271958003	0.7992816092800541	1.271884012183021	3.8784670447723384	0.5572733195187393	3.034731708773758	0.6079084852404695	1.7841830295190642	0.10110455610583903	0.43001374126744973	0.10421451531535215	0.3843136354921403	0.10835912827095791	-4022.982161929811	-4201.698868834192	-45.28592123860696
520000	-8506.644073158961	-285.5345276781696	-8221.109545480791	5.1961173103747225	1.0019861545897686	0.9348516200586674	0.7450865937489246	1.4601330790515992	4.289745540762058	0.4984616472791893	3.242781734257178	0.6577215281706403	1.6845569436587224	0.12025751671630762	0.386216083813639	0.11159364073586128	0.38078612020778196	0.049628510193040654	-4028.0287176103775	-4193.0808278704135	-48.828017689655134
530000	-8502.7769280864	-276.8165525240545	-8225.960375562345	4.118729090261875	0.9982611977879885	0.9006532440718711	0.9982533566616845	1.1663269297171321	4.618218646561285	0.47223044733251957	2.6728002470540067	0.6128905296790295	1.7742189406419442	0.12249508993044395	0.3431230060438501	0.1282946056217351	0.3704558705279088	0.15749799251465466	-4028.193661157296	-4197.766714405049	-41.91356825722831
540000	-8494.56578507483	-274.04362805335944	-8220.52215702147	3.3645241909679453	0.9982611977879885	0.8958522339632473	0.9222635237297103	1.217228047922716	4.5308269399450465	0.4381206987660707	2.5508576323956462	0.6360478967387513	1.7279042065225005	0.14772682765236048	0.554427713719055	0.1392322091333442	0.49019594171362824	0.08939902135124331	-4019.6333225637586	-4200.888834457712	-38.824134307767274
550000	-8504.494442685931	-275.7197077680008	-8228.77473491793	3.573481136453055	1.000819224146995	0.9166222105346751	0.8620439561891347	1.3589254470809478	4.2222925601956	0.42688918166358986	2.4015709439904946	0.583611336663446	1.832777326673111	0.1980222212158593	0.7032690456045875	0.13231461971337405	0.7765132444218787	-0.04088780353394548	-4025.723038234897	-4203.051696683033	-41.58456606344713
560000	-8483.683823799456	-274.058022688957	-8209.625801110498	3.394627716766367	0.9988729648796539	0.7233425154548457	0.8053149817466645	1.1207710942449967	4.523489068108948	0.4568467490186253	2.495301643111871	0.517869213101416	1.9642615737971711	0.16048632086477352	0.6506226738795402	0.13723751605145357	0.601158246612277	-0.09102694586826539	-4014.4965963940267	-4195.129204716472	-39.54129058745327
570000	-8507.091592028746	-284.4486790149872	-8222.642913013759	5.18188104855471	0.9981961337370538	1.1960512708423812	0.9057942264204489	1.2276444148237122	4.18198811191002	0.46617063519636476	3.130594112522552	0.5840880827390198	1.8318238345219635	0.12050731611065112	0.41251157989116355	0.11577011635386386	0.3480500738220895	0.09808255897881654	-4031.3434635619074	-4191.299449451851	-48.423999154808946
580000	-8522.67302416239	-296.5629306389372	-8226.110093523454	5.871189717215289	0.9993178106199134	0.9190215812308167	1.2302504356313744	1.2221624085666338	4.209755365700447	0.498288095214811	4.672759891188681	0.6232531410178096	1.753493717964384	0.10898612469949419	0.41481911997164866	0.09805567163116818	0.42776009141010973	-0.003547572212309415	-4024.1126539387883	-4201.997439584665	-58.771869375451445
590000	-8499.164943650127	-280.73768435845216	-8218.427259291675	4.093323540830259	0.9991676438780281	0.853897997107276	1.1539889937861427	1.2996671844737742	4.108360271411557	0.5473483465893619	3.0278889603954977	0.5684047935009635	1.863190412998076	0.11813377332594613	0.5268390476647599	0.12807320882261425	0.4586924442366041	0.09548038761864733	-4010.609265381363	-4207.817993910312	-45.6883389474647
600000	-8502.181740757385	-279.7407034044385	-8222.441037352946	4.166820763314778	1.0015465162497794	0.7337976227534936	0.96130541883026	1.3962769888258584	4.680164074262711	0.44844026633053363	2.8148188271974117	0.5959575262630764	1.8080849474738503	0.12341205664320481	0.3376826623218891	0.12524081374947682	0.3398489964395614	0.054751436845601874	-4023.446292651335	-4198.994744701611	-44.822230348362844
610000	-8501.57661733952	-278.7384449247183	-8222.838172414802	4.238412082265207	0.9986955692037239	0.9624149854659954	0.9736607742764589	1.3663068791540642	4.313975558182269	0.6178798211606913	3.1465966258966827	0.6105996097677289	1.7788007804645454	0.12792725706364866	0.5133858602834727	0.12889833198132225	0.49155532929772455	0.05739709532513369	-4032.8495137677246	-4189.9886586470775	-42.756808259311995
620000	-8500.13841706876	-270.6250377813734	-8229.513379287386	3.2284648089053967	1.000284473871672	0.9383413500043194	1.1459743896657206	1.2277171247473873	4.222481498500455	0.6576874145178809	2.4640852928351267	0.5604094837186769	1.8791810325626492	0.14157991795282904	0.49949139197783454	0.1522666893972821	0.4882318731846691	0.0816586470758975	-4013.6111061330384	-4215.902273154348	-36.8633711442881
630000	-8501.56850849692	-273.64878307814183	-8227.919725418777	3.196924112982017	1.0014328680915445	1.0014328680915445	1.1552379494039509	1.3306146622012898	4.039389956838909	0.6576874145178809	4.023857133777255	0.6247063946068756	1.750587210786252	0.1449997907017001	0.3596363215058038	0.15323109169847104	0.3783417099274094	-0.03371185074160995	-4021.906315781968	-4206.013409636809	-36.21536221271219
640000	-8502.761282321	-275.9374814157674	-8226.823800905233	3.7918533389420537	1.0008758924834233	1.0732175312257561	1.2086244785299556	1.1860303821955671	4.534578042061205	0.6457649367463092	3.192965983750883	0.6242160893978406	1.751567821204322	0.1262526146914808	0.3054176438830844	0.13289093814394515	0.32080645807831737	0.07537631665605195	-4027.1132215595308	-4199.710579345702	-40.90397976038642
650000	-8497.363431912712	-282.15018751504897	-8215.213244397662	4.093887341129286	0.9985715596851854	1.036275775548463	1.1250199636967624	1.1270929409312294	4.205963283090178	0.47571574693112506	3.595663864596529	0.5666534430648551	1.866693113870293	0.10337997846783016	0.3822008336837319	0.11692966329295473	0.39752487741943027	0.07609691902371735	-4011.0012510122747	-4204.211993385388	-45.90721354543615
660000	-8521.90107071364	-290.3997234581726	-8231.501347255467	5.224639413251121	0.9984205940958013	0.9349480001887489	0.5293253185715402	1.4155374713015674	3.9450597712953086	0.4567075377545296	3.1689827984929275	0.5948140949638357	1.8103718100723316	0.09219370198155126	0.38138816441268025	0.0920383337088903	0.36930390173051497	-0.09603887977651195	-4027.2654220902004	-4204.235925165267	-54.78775981957886
670000	-8508.99922984737	-280.59296439389374	-8228.406265453475	4.919144982974517	1.001283621721643	1.0226840987566477	0.8258121317592478	1.2272775761501382	4.4247378519677785	0.44812480493797785	2.412692679219253	0.6265373220032158	1.7469253559935716	0.11727096655099219	0.39302996726218603	0.11237501255540933	0.38095305039902994	0.2371904709472216	-4031.2584432895264	-4197.147822163948	-46.82825915218721
680000	-8484.608684743594	-275.0669613961513	-8209.541723347444	3.8885745587501757	1.0007473671336815	0.8367668401346806	1.3210339403007527	1.2591064255302382	4.2940793791260985	0.5036887252635561	3.340024251141673	0.5710846746782007	1.8578306506436018	0.12877454441657862	0.4408739593528155	0.13089235594360032	0.4208461481970402	0.13557758110995408	-4004.932237101353	-4204.609486246091	-39.76370215489112
690000	-8493.909878407918	-271.9222943059689	-8221.98758410195	3.8668886344329954	1.0007473671336815	0.8885707043142133	0.9967393972213366	1.3339885121752642	3.886354551933018	0.4133362618677478	2.613706328210492	0.5457641007133915	1.90847179857322	0.12669441457069122	0.6027174855722545	0.14387560821463438	0.4886201874502609	0.06879550004654732	-4019.7135494240247	-4202.274034677924	-37.86223608008855
