# BEAST v1.7.0 Prerelease r4143, r4143
# Generated Sat Jul 29 21:04:39 BST 2017 [seed=1501358677692]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(mael_obsr)	tmrca(paralog_mael)	yule.birthRate	CP1+2.kappa	CP3.kappa	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	CP1+2.treeLikelihood	CP3.treeLikelihood	speciation
100000	-18346.165657909325	-304.6086553062785	-18041.557002603047	6.235791962425161	0.9948581928809509	2.7147006666582634	0.6189182892527725	1.7691885334295576	4.042020093621563	0.7138355235144107	4.165585750507274	0.5106118263032517	1.978776347393497	0.09663040331215363	0.7362958303357732	0.08212267655242468	0.7120481512835644	0.1558752011768674	-8859.496991169675	-9182.060011433372	-64.06757609397346
110000	-18324.91193073184	-306.9338038025513	-18017.978126929287	6.052003895506286	0.9955670710087946	3.1470217266709377	0.6713876406188141	1.5623027322697332	4.293046775173124	0.6082499255469427	4.966381679421736	0.5473517651722022	1.905296469655596	0.10771959726041307	0.8390589696200784	0.08317185603524654	0.8062265688702417	0.19545358669957918	-8847.530574164304	-9170.447552764985	-64.73564422639654
120000	-18332.116337579228	-303.75585086770656	-18028.36048671152	5.877281052338256	0.9993613877135427	3.232389455825822	0.6140854734926696	1.625168460461332	3.9052318850939005	0.566878774333673	4.909800097639064	0.505384043385755	1.9892319132284901	0.10596864481600833	0.7965428435554663	0.08344119518788523	0.7772020380224873	-0.04122914085831617	-8852.874060926299	-9175.486425785222	-62.065627910002
130000	-18324.9023605248	-303.39385522620285	-18021.508505298596	5.363521472142872	1.0035188252284275	2.4822371482480245	0.45946563578957705	1.625168460461332	3.913630177246834	0.7672153174835139	4.509202934902941	0.5505619975680366	1.8988760048639275	0.11142148413084048	0.7782306213377596	0.08866698330773728	0.8325627521916443	0.09483314012497435	-8857.04169257342	-9164.466812725173	-62.09056208022619
140000	-18335.041758134612	-308.15241976515347	-18026.88933836946	6.220469251021363	0.9929736885616196	3.405494645792757	0.4493966235155087	1.5764297064091632	4.105803443343246	0.6383151855697494	5.488676665444514	0.5656004992061607	1.8687990015876792	0.11382768041796903	0.8494377114067967	0.07979215158233621	0.8301072717409402	0.09588471574356822	-8845.53684613659	-9181.352492232869	-64.72358168228173
150000	-18320.986074856763	-305.3047994786019	-18015.68127537816	6.560095463853788	0.9964351080112377	3.597018649824968	0.7784262237885489	1.6194550384905975	4.105803443343246	0.6665704723075929	4.998297489267093	0.48191302675996817	2.0361739464800643	0.11946183350736868	0.8589500771251204	0.09148194089994507	0.8152704856158564	0.12438960461479548	-8860.710941285692	-9154.970334092468	-62.93350393687161
160000	-18328.325228736387	-305.6306249103711	-18022.694603826014	5.4529107138773405	0.9853931751200564	2.581595684178702	0.5664677373713417	1.5479337594055267	3.911432363453107	0.5625222525325381	6.33868410884273	0.5095940779304401	1.9808118441391203	0.1376070708255939	0.8618873671783399	0.09355955526316947	0.8133767016690641	0.08635449078945565	-8855.666445297249	-9167.028158528765	-59.86582417185119
170000	-18272.209753780524	-300.70882634046734	-17971.500927440058	5.920818805061701	1.00555909083563	2.1214575856015974	0.6428242533127398	1.5083466207150946	4.283160669300916	0.6761300194138327	5.25697108237374	0.5481207268722708	1.903758546255459	0.1276848237656007	0.8401661336432162	0.0915958218609788	0.7966907799776342	-0.07639594595810514	-8824.841885628433	-9146.659041811625	-57.745726866761146
180000	-18252.792435686995	-302.08595726318066	-17950.706478423814	6.172712309475629	1.0025024480312286	1.4630519212755633	0.6827440101942106	1.6216755817905746	4.283160669300916	0.5705954050410728	5.811425383947368	0.5308474781725699	1.9383050436548606	0.11373036743859992	0.7997523870774902	0.09271993026211353	0.6314386265724712	-0.2425548179953026	-8813.123377420383	-9137.58310100343	-58.42643920482096
190000	-18241.22031304982	-297.47877620905956	-17943.74153684076	5.239964975939634	1.0072767037672632	2.3041873271998554	0.7974113003006461	1.6048162424669663	4.465399853995547	0.7525648690497077	5.144014154775153	0.5328484717052823	1.934303056589436	0.11512174883187228	0.778268288994706	0.0993045014957965	0.7830381796793685	-0.22297981791299512	-8825.21996569922	-9118.521571141542	-54.5684745353137
200000	-18191.82849973795	-294.29696698147274	-17897.531532756475	5.660276090336883	0.9982198328477496	1.261258918190036	0.8369610052022797	1.5992001207445783	4.514973111607061	0.6908387198278618	4.922630951988975	0.5411969560093755	1.9176060879812493	0.12947506696453204	0.6897039382845671	0.10805470855935996	0.700632079588199	-0.14129173360418837	-8791.523120866677	-9106.0084118898	-52.46682300968124
210000	-18174.359344888067	-287.6580666192536	-17886.701278268814	4.335496224643539	0.9882240533876909	1.1124522529288758	0.9115909726631596	1.6732300460007596	4.219090964028448	0.6500518983482486	5.038162126802914	0.505977995416657	1.988044009166686	0.1369604632118456	0.517597259441117	0.12497983477954434	0.4498932075332362	-0.16296145697026954	-8775.386770891351	-9111.314507377463	-45.58188081819738
220000	-18176.387270259846	-290.60853833034747	-17885.7787319295	4.603215732689426	0.9994397282632768	1.401603992036563	0.7181802249777579	1.5917237605501313	4.224364157967951	0.6896286018433541	4.893187152827515	0.51865904061363	1.9626819187727405	0.12499018943122707	0.5408194782818049	0.11713790714635673	0.4594693966230287	0.04757570987750547	-8789.83184196648	-9095.94688996302	-49.38863328954231
230000	-18178.88048560494	-291.4725500709614	-17887.407935533978	4.726917916045454	0.9956148587400202	1.2924933954052586	0.8893678326057869	1.578519420329849	4.150394409556647	0.7037926784137423	5.168368730099173	0.5175921219005812	1.9648157561988384	0.12281352304059141	0.5145910448869978	0.11539226892661701	0.457885130782704	0.01804111873810755	-8793.421310164103	-9093.986625369876	-49.69139501348375
240000	-18181.25903899263	-290.81334093862915	-17890.445698054	4.037657426766211	0.9895287145248928	1.2031440130409483	0.7927389669259117	1.5576676064234767	3.9612219783931115	0.7388620428534903	5.1727949708954855	0.5267202918409055	1.9465594163181899	0.12527720414212412	0.5391045093061986	0.12142840184560687	0.5141436380554884	-0.03026252444448681	-8774.47903494797	-9115.966663106032	-48.49859232872272
250000	-18170.171681426364	-288.533705479989	-17881.637975946374	4.122526747823398	1.0016246145436318	1.3047611557066705	0.7568396043861323	1.5576676064234767	3.9612219783931115	0.7602588239178905	4.7414684797247455	0.5356541826828908	1.9286916346342193	0.13112543692531894	0.5792791211131355	0.12188841039454341	0.4851035448110869	0.0775760714476758	-8773.588108545073	-9108.0498674013	-47.44092781261048
260000	-18177.859013645197	-291.8319807008813	-17886.027032944316	4.776754899606036	1.0090983348477542	1.1931295461589606	0.8173134631883671	1.539641281666227	3.9612219783931115	0.6844431792318565	5.863698012219368	0.5230665833418129	1.9538668333163751	0.11853132389738692	0.5509036712537752	0.11409072316148365	0.5298857806585922	-0.07092082138014612	-8775.977602459863	-9110.04943048445	-48.33081107364767
270000	-18181.186156374304	-289.33747199941195	-17891.84868437489	5.09842859602358	0.9936482530811038	1.1297653671232886	0.8482438727717305	1.5664354719453497	4.0401484051683605	0.6024455251228645	4.430534803873328	0.5450966880034369	1.9098066239931273	0.11807909965038034	0.41575821563900167	0.11121824421722774	0.39098181822100825	0.2343690411126012	-8793.39184982362	-9098.456834551269	-49.466676328551024
280000	-18175.5963700103	-288.67125104102155	-17886.925118969277	4.658142913797768	1.011910248296262	1.1801972891460981	0.8952477907364483	1.4846420909489546	4.042729318015817	0.5974327506922239	4.477607745631666	0.5172497066632615	1.9655005866734778	0.13174742309703436	0.5512403817991999	0.11554504882434215	0.5817576241806233	0.005227218597250804	-8795.220991800312	-9091.704127168965	-47.81765861519599
290000	-18172.106120744374	-286.9001821900776	-17885.205938554296	3.736714123356245	1.013090150033916	1.3923337481255091	0.7181253705129415	1.6185533299019421	3.9800028554503615	0.6529723283096166	5.029057315916329	0.5340356082570513	1.9319287834858974	0.13428165828478186	0.5176382451534934	0.13010604911463702	0.5387893852530937	0.014946290834657037	-8775.47792046193	-9109.728018092366	-44.751120292116994
300000	-18167.01427228099	-283.12043105772324	-17883.893841223267	3.31577152434931	0.9901874609739145	1.2508697813613396	1.4024085912934767	1.7507429355247226	4.029054798899903	0.6987297186714775	5.100819135342482	0.5319096404145601	1.93618071917088	0.14926045287054196	0.5385574606911582	0.13991872502452463	0.5905151221800291	-0.11250856347983212	-8780.262240076307	-9103.631601146959	-40.99763802725353
310000	-18182.99256675793	-284.32159601458	-17898.67097074335	3.482261355324727	0.987831731742691	1.2671840487955104	0.9776931420370493	1.6619231611086733	3.934902711509637	0.7136279825080245	6.242364551240253	0.5318319500804275	1.9363360998391448	0.14112602827332443	0.5953790686222922	0.1482264839816556	0.6062377720750605	-0.09457768310978071	-8796.93455149304	-9101.736419250312	-39.52173561418756
320000	-18164.607598871436	-278.94414234857857	-17885.66345652286	3.1054659858084697	0.9952680020053676	1.3915286902394688	1.001622627893219	1.5492891035785497	4.2844053559345685	0.7039605805893421	4.216800560193392	0.5523244146630171	1.8953511706739659	0.14869102515845237	0.5958099263346626	0.14879252805343463	0.6721380218579442	-0.019778757434806497	-8793.832362207198	-9091.83109431566	-38.77810229782447
330000	-18167.002667708606	-278.54774453658257	-17888.454923172023	3.3573964454488556	0.9839219928381124	1.2336592358835219	1.067757622240402	1.5449013336366273	3.6987890397102294	0.7279871117685476	4.054562660747232	0.5536137167840035	1.892772566431993	0.14101454239846545	0.5483803918773092	0.148818025148839	0.601492454068338	-0.04088636117856333	-8784.36958734532	-9104.085335826705	-37.80117620785283
340000	-18164.032746598303	-279.8401673869833	-17884.192579211318	3.2302189812811823	1.0058038995955707	1.126714114627603	1.2035465927193023	1.7257598092840771	4.190751451184785	0.645707903526147	4.7734355184645	0.5078807556978007	1.9842384886043987	0.1483226691515569	0.5247448837405908	0.1506967676166735	0.5926619583216122	-0.051051750299831014	-8785.254599375523	-9098.937979835795	-38.77539912534366
350000	-18156.53355626537	-280.221141935332	-17876.312414330037	3.8112286951493877	0.9922708151590345	1.1763420104731506	0.900809085179073	1.7281239841139078	4.024591865609371	0.66542719669999	5.119187629182148	0.5095963694081163	1.9808072611837675	0.15721281593011296	0.5385004960863901	0.15417902238140135	0.6044045981530717	-0.19457730156479408	-8782.656890294398	-9093.655524035641	-38.321080227886824
360000	-18161.415241414576	-277.5481031960775	-17883.8671382185	3.2141807615662126	1.0004803007166734	1.108013592236432	1.445135288744436	1.6585776740947016	4.034777148948489	0.6581811829792399	5.7362173787614035	0.5376123817557199	1.9247752364885604	0.17344165890963362	0.5466695126067795	0.1663915342606675	0.5704972610899949	-0.12907745331859546	-8785.553084133935	-9098.314054084562	-34.71694554971046
370000	-18159.73374993536	-275.3214878391801	-17884.41226209618	3.182604030638141	0.9924947678312889	1.1544174260086344	1.1260568201437473	1.639373036046423	3.7339852952923356	0.70324311071329	4.895975586260405	0.5360557910318281	1.9278884179363442	0.16937386354481448	0.438701824914649	0.1615073640964859	0.4800462905220113	0.05117293243322713	-8774.7453087795	-9109.666953316679	-34.23705359468337
380000	-18160.486729804976	-277.3943182804123	-17883.092411524565	2.887009993558724	1.0046690907234561	1.1747866113615308	1.671316901093401	1.5044038829738793	3.9829283437450242	0.70324311071329	5.222049985232499	0.5263589523247675	1.9472820953504655	0.16494859243956467	0.4477194733624328	0.17220095372981906	0.4681986839728914	0.07002159485432369	-8788.746456432324	-9094.345955092242	-35.76443122360024
390000	-18165.56203552363	-277.92458290140996	-17887.63745262222	3.1643731073934735	1.0070842445775643	1.3898795572279063	1.1116043019030684	1.6367946769744013	3.9645531200695108	0.6594102111620993	4.888263284559495	0.5016620624124907	1.9966758751750193	0.14631244523858844	0.6077828975953936	0.1599575445119161	0.615980281060472	0.11392307868590908	-8798.990111037916	-9088.647341584307	-36.37653493503758
400000	-18170.54520442907	-280.9088486654706	-17889.6363557636	3.8273796652975935	1.0078965825038328	1.3317335419078435	0.9763281834095133	1.6773690117606233	4.119900962677127	0.6083776591899357	4.655139186957846	0.5462936775698966	1.9074126448602078	0.1381801284198488	0.5593410418156319	0.14001453660416546	0.5181510886611191	-0.1271612761141161	-8781.001793468757	-9108.634562294843	-39.94813951486259
410000	-18170.5362998387	-274.32202358398	-17896.21427625472	2.9020507175465933	1.0016898630080195	1.3295884700687282	1.5493879804200248	1.4622329845826023	3.833880857861508	0.5867466191302223	3.7878325003038587	0.503608791893545	1.9927824162129109	0.15864523768693115	0.5530728448121017	0.16146050867107917	0.5893407293446793	0.04438712755463448	-8780.971514753126	-9115.242761501593	-35.64060754341441
420000	-18172.88976585835	-279.3550593396979	-17893.53470651865	3.3487775923445	1.0055921522539844	1.6030179887694145	1.0380387461317686	1.4622329845826023	4.330903091012315	0.6404521540066025	4.603406416330926	0.48548614906937126	2.0290277018612586	0.15604888838468767	0.5673844460159894	0.15815491774001655	0.5069369463905452	-0.03484422795494956	-8774.547853834625	-9118.986852684026	-38.59159947851104
430000	-18171.32996259872	-281.5193646032593	-17889.81059799546	3.4997010598715206	0.9817646802752877	1.2761288781800937	1.3146285903326644	1.536026227697281	3.8593442488429264	0.6404521540066025	4.738554239429953	0.534260797887329	1.931478404225343	0.15045340409802122	0.45838338430755265	0.1514710701681733	0.44001832454867773	0.04226576203300249	-8785.369090499482	-9104.441507495978	-39.42552302436257
440000	-18185.161448034618	-280.80863128792413	-17904.352816746694	3.580836289824578	0.9900982029888304	1.5363647996259415	1.002429380010635	1.630035152015475	3.6502444068157516	0.6356454108157018	4.192534583581322	0.49633604849665186	2.007327903006697	0.14597675222878756	0.5285951909362359	0.13821770543144365	0.5328320399087856	0.14205938906744472	-8752.396173813286	-9151.956642933408	-40.81984434114353
