# BEAST v1.7.0 Prerelease r4143, r4143
# Generated Wed Jul 26 15:53:27 BST 2017 [seed=1501080806070]
state	posterior	prior	likelihood	treeModel.rootHeight	tmrca(paralog_vret)	tmrca(vret_obsr)	yule.birthRate	CP1+2.kappa	CP3.kappa	CP1+2.alpha	CP3.alpha	CP1+2.mu	CP3.mu	ucld.mean	ucld.stdev	meanRate	coefficientOfVariation	covariance	CP1+2.treeLikelihood	CP3.treeLikelihood	speciation
26850000	-39710.87760387256	-273.07273224006	-39437.8048716325	2.937542151556777	0.8487365911630488	0.9943334456712928	1.4233069750139506	1.8475609125785994	3.178933970532074	0.8749987361140715	4.883508102260379	0.6238819514332254	1.7522360971335473	0.18128243046236112	0.4189419431437453	0.18315629339281814	0.4483886201800336	-0.12988989054963634	-20715.603316769444	-18722.20155486305	-31.94843925455136
26860000	-39695.83956770814	-272.98990936162664	-39422.84965834652	2.7379270926170345	0.7169899324273321	0.9914757491120736	1.3980942579918305	1.971571863913878	3.1325680337950024	0.8873446113372884	4.866228222769977	0.6225790204570947	1.754841959085809	0.19145528959616243	0.3946528921792797	0.19166256151144948	0.3883648477849878	-0.014311057996075245	-20711.147500352483	-18711.702157994037	-31.713531686601012
26870000	-39698.51793079199	-274.245342307929	-39424.27258848406	2.9306909263726983	0.780286348492964	1.0143674254179438	1.1390599739172205	1.911692752433174	3.1678088803761466	0.9650732749821676	4.604264865019761	0.6216596253520408	1.7566807492959167	0.18312715100788474	0.3358405144027433	0.1795651957994758	0.33019466759951643	0.012393484223788902	-20717.9487925117	-18706.323795972363	-32.84054471752383
26880000	-39700.02283237842	-275.8340143035715	-39424.18881807484	2.8808059274607474	0.815113075406614	0.9895099763336433	1.3966286192212847	1.8983595287306654	2.95638845926913	0.8522521636689033	5.265033347183529	0.6365196168175092	1.7269607663649797	0.18157159677416634	0.49423906399058054	0.177532562476651	0.43768966344304466	0.056443099278650835	-20704.489033908296	-18719.699784166547	-33.43650698264589
26890000	-39703.575787261936	-277.2169866248545	-39426.358800637085	3.305401972579494	0.7755199289741541	0.9920492874368906	1.0070455415317083	1.8983595287306654	3.341081599606738	0.814360334187661	5.723783393743413	0.6127146959457822	1.7745706081084334	0.19825920134907968	0.5205661377261097	0.18474493534853748	0.4595967844766515	-0.08200005215992694	-20694.771203290034	-18731.587597347047	-33.99867897424702
26900000	-39702.05510609828	-275.7533547931497	-39426.30175130513	2.8080898129989778	0.8640213153990076	1.0144025792807168	1.2345894709054182	1.7951831727347793	3.2023853544924026	0.8263773067896243	5.386923688971554	0.6272526439727758	1.7454947120544462	0.1785594399007834	0.4078802442934289	0.1809309838467856	0.37327461422931757	-0.20895186196900484	-20688.990749320932	-18737.311001984202	-32.87500406973001
26910000	-39693.705301951755	-272.64782690992683	-39421.05747504183	2.601903809374851	0.7995059678133871	0.9819593218987466	1.2509611383076749	1.7669409140534182	3.2307617299690676	0.8263773067896243	5.547193093109148	0.6198738287844139	1.76025234243117	0.19810714223883572	0.43945597267907205	0.20227345230714913	0.4488607062500935	0.11699940560530525	-20711.058227429014	-18709.999247612817	-28.770008127754135
26920000	-39697.894292605124	-271.73889470741034	-39426.15539789772	2.6710516910905056	0.8851352621478037	1.004408999846249	1.2441611540383308	1.8342906241018895	3.093419371066309	0.9253892734892752	5.4000074841492065	0.6215943009311818	1.756811398137634	0.187970696149434	0.46002699644358935	0.19817165187769262	0.40687462553974807	0.08786526789128457	-20715.24830918112	-18710.907088716594	-29.442311291271746
26930000	-39702.14681057332	-270.38413486500133	-39431.76267570832	2.7844549562837146	0.7408856031570541	0.9991728786607432	1.1559918783421546	1.8440265913548615	3.177735379675193	0.8447816155743948	4.706573068905934	0.6361319277092787	1.7277361445814403	0.1955505543569025	0.4353093827456955	0.2013397110068643	0.40218715260590554	-0.19727460522872575	-20728.991797181792	-18702.770878526524	-29.777656558573756
26940000	-39686.47661241698	-271.0749953971887	-39415.40161701979	2.772908369729483	0.7462929346491475	0.9893583994356849	1.2922901524480999	1.8440265913548615	3.1681130290472996	0.825578306389974	4.231897258651331	0.6034011306648733	1.7931977386702511	0.19420979248001632	0.433384284006008	0.19826654216994297	0.4059925489197734	-0.20425215155024454	-20707.392740794618	-18708.008876225173	-30.911310528728595
26950000	-39704.21997439051	-274.906994318707	-39429.3129800718	3.5118592987406356	0.877678778284754	1.0047253584545686	1.2207455800058624	1.8043586909119056	3.2716259806470886	0.8142918858775543	5.072115397060946	0.6102728550340863	1.779454289931825	0.17639435314313265	0.2693596194916031	0.17871425293147344	0.2632280725190336	-0.08397739290713459	-20710.606039711325	-18718.706940360473	-33.99614559424512
26960000	-39701.16661289735	-277.52091590483957	-39423.64569699251	3.631551275501839	0.9021852092747423	0.9996189252645016	1.2783459872762544	1.8043586909119056	3.2716259806470886	0.9519026030141229	6.089626493240708	0.6181623686533991	1.7636752626931995	0.1836554556441851	0.3800956833218207	0.17625506938584778	0.3744613850465841	-0.08235154085077485	-20700.39882657403	-18723.246870418483	-34.08565183531607
26970000	-39707.511606271124	-276.6051811313097	-39430.906425139816	3.4055425028767483	0.8512716068938572	1.0115297518924922	1.2523820164839672	1.8304962523083201	3.220717838745528	0.8728536705546793	5.495400919177759	0.6311278516406692	1.7377442967186594	0.18453908062795227	0.3909949052090042	0.1795879168575807	0.36370974000224127	0.025756440877701493	-20707.30110245153	-18723.605322688287	-33.81642258270289
26980000	-39701.26929023882	-274.0063032112845	-39427.26298702754	2.8315809900602127	0.9358749493021014	1.0105289417476204	0.9436215785217164	1.8332471432083501	3.223471821188174	0.9533653098388403	4.747528769760195	0.6339846509743945	1.7320306980512088	0.18373926651326702	0.32401475337041324	0.19044673131882497	0.31684149953752117	-0.05728265359363548	-20711.44617609835	-18715.816810929187	-32.861200620861354
26990000	-39702.68053542942	-274.8298401499096	-39427.85069527951	2.8075408711891603	0.9299912799166056	1.0196760775328653	1.1035144161655406	1.8548890311438824	3.3347211718477876	0.9726101587979712	4.299523815501017	0.6317520637861672	1.7364958724276633	0.18726174191900913	0.4158914083669134	0.18583534329933155	0.41540030263975863	-0.1444113228538316	-20682.114774630878	-18745.73592064863	-32.8564751315894
27000000	-39687.29229620866	-270.3673583941074	-39416.924937814554	2.508733741328846	0.8444534139149886	0.9967529533105399	1.341657494982539	1.9343472446686898	3.1957256392506688	0.9363201306696978	5.378916895630879	0.621537410046569	1.7569251799068597	0.20549807092676045	0.430792576321018	0.20657817314842375	0.42566324184269744	-0.08629253421074291	-20706.943559928863	-18709.98137788569	-28.157944183022934
27010000	-39691.25940650534	-268.1467247985298	-39423.112681706814	2.5079159166031744	0.8987717576510716	1.002702454216194	1.7892890534002845	1.9006492958387913	3.178830213394319	0.8239342214940543	5.057539882116332	0.6323718944944423	1.7352562110111132	0.21447735891465347	0.38646123090920204	0.21697192533571752	0.3763384739203971	0.2437145797962638	-20704.73559243015	-18718.377089276666	-26.964863796317672
27020000	-39683.12164910981	-268.7436299275646	-39414.378019182244	2.9793931578340196	0.7702894216986789	1.0048598868189393	1.5920637289277046	1.8545833022780926	3.2162488756629926	0.8611991801176031	5.101354290704581	0.6435055919849821	1.7129888160300335	0.19499462211786636	0.3176899314804605	0.20369377315032078	0.32738444071214406	0.3589231802322808	-20696.958108746443	-18717.4199104358	-27.527402730205818
27030000	-39697.49386344295	-270.15477674373903	-39427.33908669921	3.1847749460348034	0.7776080681332678	0.9917140913468344	1.4430139517644687	1.7335310410159066	3.135969235259925	0.8986669387644788	5.101354290704581	0.6048510964699788	1.7902978070600402	0.21309492564201543	0.36734653940855244	0.2016832567737803	0.4036750411101124	0.3065313761413866	-20716.432956864104	-18710.90612983511	-28.583089530587635
27040000	-39693.50207721143	-272.2305672129388	-39421.27150999849	3.029432971614783	0.8801024836016553	1.0057541296349328	1.3715852534701276	1.7590738592241915	3.3404718284981776	0.8968826899641709	5.092114502809143	0.6144853639889128	1.771029272022172	0.2052472994511763	0.373773122043102	0.19127719215004982	0.4359855199058121	-0.01454451849625556	-20704.44142725537	-18716.830082743123	-30.741391894423497
27050000	-39696.13249930997	-270.3084357292025	-39425.82406358077	3.0290074678196053	0.8041684508736111	0.9922037487058832	1.4994665183233886	1.7590738592241915	3.1712856757983396	0.8856328153228925	5.451142896185451	0.6298511758816815	1.7402976482366344	0.20661256271153702	0.3555902340485474	0.21144359276699862	0.35248897408034213	0.15375504199836476	-20702.727216670137	-18723.09684691063	-28.11487371448278
27060000	-39693.43614299745	-269.27834651466685	-39424.15779648279	2.640008489825014	0.8431942097633639	0.9994754371522414	1.4615652096502132	1.7379449744387971	3.1712856757983396	0.8649871111907984	5.966183521605102	0.6041712527960151	1.791657494407967	0.1970905858872561	0.3215992271268127	0.21008858524052693	0.3218650184695864	0.05847006469055467	-20703.22110175996	-18720.936694722826	-26.50060354591486
27070000	-39686.499511349546	-271.2680118122598	-39415.23149953729	2.9499142480119422	0.8756850835520195	1.0119667610641367	1.253570467353374	1.8749857634024223	3.1864368398260736	0.8649871111907984	4.829221574251039	0.6420329344514324	1.7159341310971326	0.18458435110319363	0.27539301553248025	0.1897111715272747	0.302225359438552	0.2524122720720298	-20692.912444490077	-18722.319055047214	-30.116758352582984
27080000	-39695.27392372995	-268.1725719972921	-39427.10135173266	2.7099954242972175	0.8656183211555448	0.9929837897960853	1.5196351127439163	1.758399968718695	3.1974823503844263	0.8876247432826835	3.9521802254868583	0.6110676914509677	1.7778646170980619	0.19954461044077168	0.2791869105079849	0.19936300143700883	0.3025611178844379	-0.022330665501943382	-20703.03495264041	-18724.066399092248	-29.250619107309568
27090000	-39696.965466712776	-273.22079037837835	-39423.7446763344	2.969694086827231	0.9403351273969089	1.0212414078251333	1.1553534446807376	1.7168002872463757	3.0106809521370126	0.8271917095415394	4.778154479894792	0.6212480619498641	1.757503876100269	0.19419662465282678	0.30435649690836086	0.19273243563837253	0.3416610894262588	-0.04864883369551488	-20711.16139162058	-18712.58328471382	-30.77142565898482
27100000	-39696.92777617071	-273.26427477339985	-39423.663501397314	2.807464400042548	0.8652652212295616	0.990414074269755	1.4080123196627088	1.9359291929889664	3.435127423703434	0.8605082612622058	5.5372759522039825	0.6389558728647663	1.7220882542704647	0.18837042754849598	0.359353766408221	0.19793971341603925	0.36827963759306487	0.043957680665392934	-20693.926944729243	-18729.736556668075	-30.620616742332476
27110000	-39695.58541643146	-270.97698008653913	-39424.60843634492	2.5503099640317703	0.9369697329299126	1.002675861339325	0.9995536797871312	1.8197111643128416	3.00890896848298	0.943978489175805	4.717731124998938	0.6123526928460351	1.7752946143079271	0.19373410148127823	0.3918812494843194	0.2023464701307756	0.43283524538970264	-0.029890864670161558	-20703.15558604	-18721.452850304922	-30.311559270799194
27120000	-39703.01634352297	-275.6707431832662	-39427.3456003397	3.28321973050966	0.9911097212777853	1.0166806389342968	1.4015360663368321	1.7961021455889044	3.009271352711448	0.7823649953104296	4.7376055914388395	0.6170265110267841	1.7659469779464292	0.18686646879235816	0.3999835225673403	0.18531864010484328	0.4124265857699124	-0.1643350361353792	-20721.261483086877	-18706.08411725282	-33.92055334037617
27130000	-39695.08797148321	-271.20386357756524	-39423.884107905644	2.566522439516084	0.8349901797552947	1.0037768821798925	1.123825363024171	1.8053361880003305	3.1437241916723644	0.9296332597893747	4.7376055914388395	0.6332464909112747	1.733507018177448	0.18759036449481495	0.4343366131135753	0.19285688341720889	0.4192570711680463	0.08701734992208619	-20704.023499035215	-18719.860608870433	-30.321600863447202
27140000	-39691.988104841104	-269.7419627086864	-39422.24614213242	2.716674762651807	0.8954371039593505	0.9954995064968447	1.520894200337051	1.886405512830104	3.206136276545972	0.9232241391298665	4.479977895792984	0.6185285656431444	1.7629428687137085	0.2005043835647677	0.4122952600902007	0.20078038389151626	0.3969886257262297	0.006513091432881792	-20697.091817683406	-18725.154324449013	-29.380994153453404
27150000	-39691.43046192439	-273.71943557176513	-39417.71102635263	2.833543435692493	0.9152883530190119	1.0100581481941846	1.233051263569593	1.8570807463491166	3.198504750830039	0.8355262478429525	5.288103693706432	0.6285578482082779	1.7428843035834416	0.19921371110724242	0.38128948661906925	0.18696255284210384	0.3912674777600898	-0.020522980309746502	-20708.749321430343	-18708.961704922287	-31.604348830251723
27160000	-39690.55570695209	-272.5594312791247	-39417.996275672966	2.647740933002624	0.8288775020213278	0.9824271200417207	1.262255653312534	1.8275315610005933	2.9918448358435215	0.9771250946815626	5.621230855072432	0.6342924187059529	1.7314151625880916	0.2165502968674994	0.3852410396938331	0.20729859611273285	0.3902749568241035	-0.11862132936054942	-20697.318284172405	-18720.677991500565	-28.53819225457347
27170000	-39688.562999908274	-273.2403041835814	-39415.322695724695	2.8414830246566503	0.895022290741167	1.0091753170813076	1.3352473819396435	1.8275315610005933	3.254463255579515	0.8766043485411424	5.621230855072432	0.6218230223399862	1.756353955320025	0.1898236552304501	0.3758777230285798	0.19013924888439182	0.3637093345336083	0.03505838807291137	-20702.374774292177	-18712.947921432522	-30.47084230446858
27180000	-39696.30133314446	-273.15070193465345	-39423.150631209806	2.9979476708108472	0.927989075057295	1.0034252634325596	1.1274624206604877	1.8617818313125145	3.3091971946108183	0.9075874215589262	4.894555688819637	0.6069788034372687	1.7860423931254596	0.18776367048708276	0.36556587856809497	0.19016291766949409	0.36965209623202816	-0.2738680185973719	-20687.642054367996	-18735.50857684181	-32.13812235348912
27190000	-39694.748394267604	-278.681900421302	-39416.0664938463	3.4744640275669707	1.1030914563422414	1.0062192963483667	1.287564823408618	1.8041954693736764	3.220241805460548	0.8538789700402722	6.2314657243644795	0.6264541514088751	1.7470916971822468	0.1767827215203777	0.34207260693262104	0.17766916147511275	0.34568795641264227	-0.14137406959881285	-20694.197998183387	-18721.86849566292	-35.089421172299474
27200000	-39703.57081649498	-276.74139391680757	-39426.82942257817	2.9412143902080987	1.1024827323238546	1.0060991419576881	1.3610869452399703	1.8192875953177159	3.0789862265245227	0.9102403022423758	5.507325733901669	0.6142692175939463	1.7714615648121044	0.16851062854283255	0.343844328525535	0.1757854472097777	0.34052123740732004	-0.07573688897575236	-20703.736276210882	-18723.093146367293	-34.52957839532267
27210000	-39695.20958800543	-273.6143601086021	-39421.59522789683	2.8324982557673417	1.0830165007470673	0.9978029937069718	1.274558722206139	1.7994656230936756	3.147549173736358	0.9076642173196394	5.140608807608436	0.6111770990859593	1.7776458018280783	0.18287629282666099	0.33218304611447275	0.18546760033968185	0.33790728019563976	-0.034133229935742415	-20699.355053121682	-18722.240174775154	-32.3333829526204
27220000	-39710.11498863679	-276.98336066560336	-39433.13162797119	2.889662960331723	1.1255422420156722	0.9948014565557638	1.1445958205751845	1.7994656230936756	3.0879936205043905	0.8802135405067604	5.726772907878037	0.6421209983704823	1.7157580032590323	0.16839172639161948	0.4670302013223078	0.17378442654745446	0.4399667087630095	-0.13158067404382157	-20713.870554184046	-18719.261073787147	-34.09406979252962
27230000	-39695.82295386039	-279.45541186971116	-39416.36754199068	3.2506600957103133	1.2612183038956337	1.006227427694871	1.0619749047131064	1.851018239485409	3.0879936205043905	0.8560027166811157	5.347909389174799	0.6176995932945111	1.7646008134109745	0.15693030270053573	0.42528835647725566	0.16355277475039595	0.4125168379191249	-0.15463284122334056	-20690.441125903453	-18725.926416087223	-37.40244707443186
27240000	-39716.06761821132	-281.7869599213659	-39434.28065828995	3.278574672475719	1.2038298394132534	0.9973255699877844	1.1649089083335589	1.6599374308607266	3.213847334164922	0.8620928551989748	5.9505396199431075	0.6419300914009588	1.7161398171980793	0.14563965884918947	0.3934292696302833	0.15766269905294966	0.3463227326425546	-0.08261509512158222	-20710.644847436182	-18723.635810853764	-38.816949289695266
27250000	-39717.26191103199	-281.0222634949946	-39436.23964753699	2.929503607233943	1.2455876964157653	0.9916238413084845	1.312561756276742	1.9924381035714671	3.250466549121977	0.939822727558216	6.026702154004752	0.6345578917058099	1.730884216588377	0.15559386818774876	0.39789677139190677	0.16523341187504784	0.4103695658661111	-0.006702503022729196	-20719.520590140593	-18716.719057396393	-37.273564688825296
27260000	-39706.36115496392	-275.0450453024419	-39431.31610966148	2.476557201058876	1.213871929637784	1.0038378641447931	1.1550092361836637	1.6958822148079122	3.3128774363027618	0.8693741638273439	6.322325789721506	0.6096120169822832	1.7807759660354305	0.17908019014574753	0.4418491284019593	0.18906558292402045	0.432172399781536	-0.18560253348109937	-20712.88095786663	-18718.435151794845	-31.075668337192187
27270000	-39692.38178956037	-271.142609202129	-39421.23918035824	2.6207105670944064	1.181962948342604	0.9932882029502618	1.2204403020522572	1.8062138652009154	3.1311448046808064	0.8827039838742622	4.470608443078564	0.6289233075090919	1.7421533849818132	0.18290703811261505	0.41803702322740494	0.19256632818561312	0.42560721940423635	-0.14325296834283863	-20699.444691857254	-18721.79448850099	-30.801166529478177
27280000	-39702.74313662765	-270.5976339284561	-39432.1455026992	2.3774146577685893	1.2436440125185018	1.0123737702570075	1.2746275020813567	1.8755301549020078	3.1311448046808064	0.9028730292770525	4.337769633707037	0.5871157473210943	1.8257685053578083	0.19078244672818584	0.4761137911236196	0.20023661147478938	0.445441669474456	0.0562781737109755	-20711.837989662876	-18720.30751303632	-29.721069426413514
27290000	-39695.56139753021	-276.6900738099754	-39418.87132372024	2.727962173721562	1.094883394431659	0.9892852892875165	1.4481258413668119	1.7566878580157401	3.028385185559567	0.8719244520040623	5.646720194884259	0.6355620228631772	1.7288759542736423	0.1751288945204236	0.44944849786365904	0.18416939419116368	0.43194652519317306	-0.08393637731693929	-20703.544586261265	-18715.326737458974	-33.632629468900376
27300000	-39712.05352163892	-275.07447509098586	-39436.97904654793	2.644459274938308	1.25244598068406	1.0155864478245125	1.5025840369460604	1.7785080595897687	3.336775650839875	0.8004271317374893	4.981243982653159	0.6197281552898222	1.7605436894203523	0.18493427008910196	0.38265471896722547	0.18505826630954564	0.3899502698307448	-0.0719068341620115	-20721.347082516135	-18715.631964031792	-32.92058295286674
27310000	-39704.51590121808	-273.71125339757356	-39430.80464782051	2.59457184468952	1.1143009245718898	1.0062682606584545	1.071801778434986	1.770940888330688	3.2545068231649945	0.9205288030762895	5.333364855979971	0.620832595740413	1.7583348085191703	0.18180746693474406	0.3572674724371275	0.18579333646062127	0.36324208992543233	0.0016023931586105005	-20714.713043808664	-18716.091604011846	-31.734834556107298
27320000	-39696.515064277046	-274.5495530907172	-39421.96551118633	2.669525141712583	1.0901752793753663	1.0161636228948712	0.9682723600134139	1.7383691426576895	3.2545068231649945	0.8607195840222919	4.193114904155552	0.6108958715292441	1.7782082569415083	0.1845273979444111	0.38133958773725657	0.1818522774121224	0.38108624754061693	-0.027993406823904925	-20699.93562363082	-18722.029887555513	-33.80944425184778
27330000	-39700.129668321766	-274.45390575547697	-39425.67576256629	2.798162573953809	1.1452472107040523	0.9869597003319864	1.2739240609628177	1.8409675422399807	3.1135257457666787	0.9402458024357152	4.838487956110668	0.6156758124387425	1.7686483751225115	0.20817399731295144	0.5136483443381983	0.18873643914881122	0.5027309813693328	-0.0565735415500246	-20700.623128915988	-18725.052633650295	-32.3416221239184
27340000	-39700.13447193683	-272.1939316925752	-39427.94054024425	2.605837492377331	1.1785641984296953	1.0001202082966802	1.5520577603804178	1.736138037099939	2.9862145551253434	0.9402458024357152	5.142510216544086	0.6475317306198175	1.7049365387603614	0.21134338414792858	0.5059777321142713	0.19503673798336812	0.4956188561471483	0.012103401045342159	-20695.623337703135	-18732.31720254111	-30.42586675307803
27350000	-39693.87382354431	-271.6342157432722	-39422.239607801035	2.3914626107192385	1.0714013561963085	0.9985164016531002	1.0290665240998735	1.8036487931820766	2.9862145551253434	0.8233077202841177	5.259810075229978	0.6376749225263122	1.724650154947372	0.20449519931505464	0.4888989960234716	0.19777987196681676	0.4916546660058009	-0.05971772657592176	-20698.22962141761	-18724.009986383422	-29.880453277645383
27360000	-39696.23687195136	-271.90987449176913	-39424.32699745959	2.4447554865916286	1.1395195817469752	1.0080520558929398	1.3651007330873413	1.8036487931820766	3.191826004754693	0.9010669067323593	4.65714961528603	0.6427228482996216	1.7145543034007533	0.20765591122365482	0.5277314621065519	0.19442759052061484	0.5481830966456896	-0.03416894786174561	-20711.10078581227	-18713.226211647318	-30.692583673553987
27370000	-39691.87848520576	-272.40954809367145	-39419.468937112084	2.5512265715992983	1.0701929690230008	0.9939300638738451	1.4523606959585535	1.871867981071328	3.191826004754693	0.9008255027313837	4.659312550016911	0.631170238720922	1.7376595225581524	0.20453724835216086	0.5001850003564279	0.18794265245921557	0.5110982754312252	0.03156855154231536	-20709.680391623744	-18709.78854548834	-31.40063765441521
27380000	-39703.91277697223	-280.11831754746265	-39423.79445942477	2.9728259724522195	1.1116875349446769	1.0139072363705208	1.4267383058378535	1.7352046232500549	3.1392726705912026	0.9069574338798956	6.967497428673369	0.6210470785357648	1.7579058429284669	0.19989275517677266	0.4631706978843818	0.18319956656343742	0.46481059528638435	0.011742104949124713	-20706.088796659675	-18717.70566276509	-33.867627090149035
27390000	-39688.168885617684	-273.06750556648615	-39415.1013800512	2.8952260379994224	1.0182200398238401	1.0031834302376743	1.27345902317117	1.804357727548792	3.1392726705912026	0.8735696916479447	5.019748985563716	0.6220790612868502	1.755841877426296	0.19427100114590148	0.3613454997072425	0.18773663564289178	0.3821466569492495	0.20241615031551904	-20695.997461605715	-18719.103918445482	-31.975437342337823
27400000	-39710.10624268882	-273.0652627894806	-39437.040979899335	2.7757915975238787	1.0891424617292766	0.9757295077607382	1.1893345769811339	1.724460564744399	3.1392726705912026	0.8907446878619757	4.307874865245088	0.6349192419305084	1.730161516138979	0.20264859207428715	0.4371816277477981	0.1935174105527387	0.429280746692998	-0.08118845302752278	-20702.197536944674	-18734.843442954658	-30.241579149226915
27410000	-39705.97199741796	-280.030788800399	-39425.94120861756	3.016298341766508	1.2221891465503498	0.9835097036593464	1.5093537252548868	1.7687030536483903	3.058319866638029	0.818994647580779	6.137024906015979	0.6272504339757465	1.7454991320485027	0.17531016093864063	0.4346082747724349	0.17330962426052998	0.44053781324467467	-0.1395902823098365	-20698.869092911642	-18727.072115705912	-35.33424644297085
27420000	-39705.864910916935	-276.52568628582253	-39429.33922463111	3.1004586779391285	1.215114527070422	0.9999128832269812	1.0903518649921282	1.7687030536483903	3.2602649154883325	0.8929248176045544	6.155277183822477	0.6027756874631549	1.7944486250736862	0.17710880494773107	0.45379204682232266	0.1774578311229373	0.4390317337336021	0.05521305735687043	-20705.431156815433	-18723.908067815682	-32.874718660892256
27430000	-39704.455314383245	-276.22423843717365	-39428.231075946074	3.107500062777455	1.334699603712631	0.9948998947805505	1.4204055271555243	1.7687030536483903	3.1640549486052176	0.8500005014292135	4.484437496873851	0.6321461314732919	1.7357077370534126	0.16096328383000105	0.34589732537480433	0.17155951517497656	0.3324795575794631	0.04910654143720478	-20714.866078685478	-18713.364997260596	-36.234490500970516
27440000	-39710.71274702606	-277.5336942624073	-39433.179052763655	3.0803436380650875	1.1676874334364276	0.9926279463125289	0.9986061684207139	1.9190334920095362	3.1640549486052176	0.857652592938428	5.561612243313795	0.6309239249356516	1.7381521501286932	0.16183221394318192	0.37994018527379103	0.17625773788824292	0.3916944590575355	-0.10845024728635944	-20714.878976198328	-18718.300076565327	-35.071294433870605
27450000	-39697.994831559954	-274.5733056946991	-39423.421525865255	2.844081221072378	1.0863890976997226	1.0130330263346312	1.0631556706716918	1.8416535703332142	3.107313990246794	0.7943568296775566	5.513455717726718	0.6338429291591202	1.732314141681756	0.17284619403649115	0.37647467705002724	0.19384180051334546	0.403383783295594	-0.06898891327592171	-20707.472697508878	-18715.94882835638	-31.800270807991822
27460000	-39692.81716110057	-277.6625982418186	-39415.15456285875	3.210455134319405	1.170005272427055	0.9901847089762186	1.0636202799267838	1.8416535703332142	3.1690338090185985	0.8558757200551929	5.459854905084917	0.629595079226728	1.7408098415465405	0.15363142189188794	0.34807082457256644	0.17060227069902367	0.33942074719149395	-0.01939292959147266	-20694.63525399749	-18720.519308861258	-35.32357211787523
27470000	-39698.0615564276	-283.17223550455515	-39414.889320923045	3.581965969703028	1.236579765381459	1.0146977469852962	0.9427036873268629	1.8872964117311324	3.3037804278370015	0.8190931180003037	5.241209871772814	0.6124420935952475	1.7751158128095015	0.12702677289517098	0.3641650504183978	0.1488386805743137	0.3687260047434124	-0.09689046478031968	-20709.802178492893	-18705.087142430148	-40.6162587479678
27480000	-39704.28633184754	-279.8979922855401	-39424.388339562	3.0902773622721176	1.1488301682559756	0.991836140222573	1.2430134835141646	1.8890170226726144	3.1371430025363587	0.8560648253920401	5.241209871772814	0.6107820331664899	1.7784359336670166	0.1492477548246267	0.33425901719736234	0.16527587639241303	0.35215711100845204	-0.09258654722657413	-20692.49951805111	-18731.88882151089	-38.17710316840203
27490000	-39707.51862028277	-272.3676412362625	-39435.150979046506	2.776753513546701	0.9045492439022366	0.9956136157371342	1.1008873885182255	1.8594346599694496	3.116850434258079	0.853756321157374	5.241209871772814	0.6146528782291603	1.770694243541676	0.17475922330195093	0.30811457719950625	0.19253450070836173	0.32584221400082297	-0.25122112679024483	-20727.767627130004	-18707.383351916502	-30.982558149728376
27500000	-39704.19072653408	-270.4541460733582	-39433.73658046072	2.5101747591876524	0.9396411159757433	0.9974377111733086	1.6802608267887964	1.8594346599694496	3.116850434258079	0.8652340098978405	5.297791643062929	0.621148095489593	1.7577038090208104	0.18778957314523637	0.31963995755606794	0.2058639934586672	0.3688154080670297	-0.16277332083082793	-20724.241777719348	-18709.49480274137	-28.95933682911479
27510000	-39711.35593645675	-275.74791490810475	-39435.60802154864	3.2630380719308163	0.858453322049608	1.0215714667601574	1.0762000774144906	1.8594346599694496	3.200581762689538	0.81479818168058	4.694592134733584	0.5859813566696815	1.8280372866606334	0.1740337543576019	0.34077209032178424	0.1780963968274152	0.3729558163305113	-0.06255103171742625	-20721.728250883185	-18713.879770665462	-33.18754836254858
27520000	-39703.87613478012	-270.93416443534045	-39432.94197034478	2.681867215983792	0.8840794276690224	1.0027213329115696	1.2312321430746518	1.8981242397778804	3.1845816223717383	0.8957000081050681	4.675444619450076	0.6089459324407955	1.7821081351184054	0.18927670065808694	0.37959099390765105	0.19416318390971832	0.37565017288184493	-0.2631188203068566	-20721.08228781296	-18711.859682531824	-30.392069608699828
27530000	-39692.61208018237	-270.4880031833122	-39422.12407699906	2.4053889554222336	0.8744443703937487	0.9948403407459798	1.3798675352810785	1.9041294979049581	3.3319132210264026	0.9143766811120778	5.736939610166064	0.6210314698042433	1.7579370603915099	0.19454382957249014	0.40839046063193307	0.205299196272759	0.4511539162951536	-0.29119498782065023	-20698.547383057175	-18723.576693941886	-27.56123112728932
27540000	-39684.689625420644	-270.44403733307246	-39414.24558808757	2.604339833336384	0.9228514274204066	0.9912550721466888	1.2753967139824582	1.8127988174313892	3.060485969390586	0.8505059328165414	5.760290553279538	0.6257131068127035	1.7485737863745894	0.1907830245049664	0.43971191165396706	0.2051987428637824	0.4533475347367372	-0.11351861203363364	-20696.143586603575	-18718.102001483996	-27.388730439262304
27550000	-39689.45431673096	-269.37762054234435	-39420.07669618862	2.9195448316682784	0.8496806301207301	0.9969347915789524	1.2546376900021263	1.9050994825989405	3.1424902140354543	0.8249309356279593	4.801188072818528	0.6331154546352933	1.7337690907294099	0.19986023220421695	0.4517107939762509	0.20964651104814502	0.4532819057394315	-0.09667037920543424	-20693.772549662997	-18726.30414652562	-28.51947232450759
27560000	-39698.87127358371	-270.8107209905428	-39428.06055259317	2.694179910095892	0.8288559186387021	0.9949978739274495	1.4520959306393906	1.8762114238855365	3.1424902140354543	0.8773752035274609	5.111762760092079	0.6265054288721984	1.7469891422555996	0.18956322344344212	0.3935385193497404	0.2005322462105739	0.3795932993418008	-0.11585575320064048	-20686.198479391922	-18741.862073201246	-29.337084615110324
