"accession"	"species"	"organ"	"sex"	"gene"	"genelength"	"reads"	"relex"	"normalized"
"587"	"DRR0055194"	"Dmir"	"testes"	"male"	"Vret2Dmir"	2106	254	0.120607787274454	0.0246573214771095
"588"	"DRR0055194"	"Dmir"	"testes"	"male"	"Ago2abDmir"	2283	3969	1.73850197109067	0.355423169253772
"589"	"DRR0055194"	"Dmir"	"testes"	"male"	"Ago2cDmir"	2283	3298	1.44459045116075	0.295335251246898
"590"	"DRR0055194"	"Dmir"	"testes"	"male"	"Ago2dDmir"	2283	975	0.427069645203679	0.0873110582067088
"591"	"DRR0055194"	"Dmir"	"testes"	"male"	"Ago2eDmir"	2286	1929	0.843832020997375	0.172514875569882
"592"	"DRR0055194"	"Dmir"	"testes"	"male"	"rpl32Dmir"	405	1981	4.89135802469136	1
"593"	"DRR0055195"	"Dmir"	"testes"	"male"	"ArmiDmir"	3534	1359	0.384550084889643	0.072539722580487
"594"	"DRR0055195"	"Dmir"	"testes"	"male"	"Arx1Dmir"	492	109	0.221544715447154	0.0417911549865382
"595"	"DRR0055195"	"Dmir"	"testes"	"male"	"Arx2Dmir"	498	69	0.13855421686747	0.0261362169684794
"596"	"DRR0055195"	"Dmir"	"testes"	"male"	"Cuff1Dmir"	1122	337	0.300356506238859	0.0566578411861844
"597"	"DRR0055195"	"Dmir"	"testes"	"male"	"Cuff2Dmir"	1125	616	0.547555555555556	0.103288309268747
"598"	"DRR0055195"	"Dmir"	"testes"	"male"	"Mael1Dmir"	1157	106	0.0916162489196197	0.0172820590649492
"599"	"DRR0055195"	"Dmir"	"testes"	"male"	"Mael2Dmir"	1317	1205	0.914958238420653	0.172593426437058
"600"	"DRR0055195"	"Dmir"	"testes"	"male"	"Tejas1Dmir"	1413	96	0.0679405520169851	0.0128159867568137
"601"	"DRR0055195"	"Dmir"	"testes"	"male"	"Tejas2Dmir"	1797	515	0.286588759042849	0.0540607579936441
"602"	"DRR0055195"	"Dmir"	"testes"	"male"	"Vret1Dmir"	2088	464	0.222222222222222	0.0419189566837448
"603"	"DRR0055195"	"Dmir"	"testes"	"male"	"Vret2Dmir"	2106	305	0.144824311490978	0.0273189781806456
"604"	"DRR0055195"	"Dmir"	"testes"	"male"	"Ago2abDmir"	2283	5220	2.28646517739816	0.431308056286099
"605"	"DRR0055195"	"Dmir"	"testes"	"male"	"Ago2cDmir"	2283	4146	1.81603153745072	0.342567663096201
"606"	"DRR0055195"	"Dmir"	"testes"	"male"	"Ago2dDmir"	2283	1347	0.590013140604468	0.111297308777275
"607"	"DRR0055195"	"Dmir"	"testes"	"male"	"Ago2eDmir"	2286	3203	1.40113735783027	0.264303972948887
"608"	"DRR0055195"	"Dmir"	"testes"	"male"	"rpl32Dmir"	405	2147	5.30123456790123	1
"609"	"DRR0055196"	"Dmir"	"adults"	"female"	"ArmiDmir"	3534	6122	1.73231465761177	0.0432251516439386
"610"	"DRR0055196"	"Dmir"	"adults"	"female"	"Arx1Dmir"	492	190	0.386178861788618	0.00963603222379337
"611"	"DRR0055196"	"Dmir"	"adults"	"female"	"Arx2Dmir"	498	3	0.00602409638554217	0.000150314770263359
"612"	"DRR0055196"	"Dmir"	"adults"	"female"	"Cuff1Dmir"	1122	1	0.00089126559714795	2.22390836575023e-05
"613"	"DRR0055196"	"Dmir"	"adults"	"female"	"Cuff2Dmir"	1125	175	0.155555555555556	0.00388146140102273
"614"	"DRR0055196"	"Dmir"	"adults"	"female"	"Mael1Dmir"	1157	476	0.411408815903198	0.0102655763933704
"615"	"DRR0055196"	"Dmir"	"adults"	"female"	"Mael2Dmir"	1317	600	0.455580865603645	0.0113677685028326
"616"	"DRR0055196"	"Dmir"	"adults"	"female"	"Tejas1Dmir"	1413	245	0.173389950460014	0.00432646971451579
"617"	"DRR0055196"	"Dmir"	"adults"	"female"	"Tejas2Dmir"	1797	234	0.130217028380634	0.00324920808909845
"618"	"DRR0055196"	"Dmir"	"adults"	"female"	"Vret1Dmir"	2088	992	0.475095785440613	0.0118547096977049
"619"	"DRR0055196"	"Dmir"	"adults"	"female"	"Vret2Dmir"	2106	278	0.132003798670465	0.00329379203139292
"620"	"DRR0055196"	"Dmir"	"adults"	"female"	"Ago2abDmir"	2283	419	0.18353044240035	0.00457949782343306
"621"	"DRR0055196"	"Dmir"	"adults"	"female"	"Ago2cDmir"	2283	4679	2.04949627682873	0.051139547293182
"622"	"DRR0055196"	"Dmir"	"adults"	"female"	"Ago2dDmir"	2283	549	0.240473061760841	0.00600034440349582
"623"	"DRR0055196"	"Dmir"	"adults"	"female"	"Ago2eDmir"	2286	13	0.00568678915135608	0.000141898195200494
"624"	"DRR0055196"	"Dmir"	"adults"	"female"	"rpl32Dmir"	405	16231	40.0765432098765	1
"625"	"DRR0055197"	"Dmir"	"adults"	"female"	"ArmiDmir"	3534	8350	2.36276174306735	0.0583985418004562
"626"	"DRR0055197"	"Dmir"	"adults"	"female"	"Arx1Dmir"	492	268	0.544715447154472	0.0134633074635397
"627"	"DRR0055197"	"Dmir"	"adults"	"female"	"Arx2Dmir"	498	16	0.0321285140562249	0.000794095459097466
"628"	"DRR0055197"	"Dmir"	"adults"	"female"	"Cuff1Dmir"	1122	3	0.00267379679144385	6.60861528460124e-05
"629"	"DRR0055197"	"Dmir"	"adults"	"female"	"Cuff2Dmir"	1125	174	0.154666666666667	0.0038227755400952
"630"	"DRR0055197"	"Dmir"	"adults"	"female"	"Mael1Dmir"	1157	731	0.63180639585134	0.0156158666129496
"631"	"DRR0055197"	"Dmir"	"adults"	"female"	"Mael2Dmir"	1317	1127	0.855732725892179	0.0211504793107734
"632"	"DRR0055197"	"Dmir"	"adults"	"female"	"Tejas1Dmir"	1413	483	0.341825902335456	0.00844864460184669
"633"	"DRR0055197"	"Dmir"	"adults"	"female"	"Tejas2Dmir"	1797	384	0.213689482470785	0.00528159650925594
"634"	"DRR0055197"	"Dmir"	"adults"	"female"	"Vret1Dmir"	2088	1741	0.833812260536398	0.0206086882410131
"635"	"DRR0055197"	"Dmir"	"adults"	"female"	"Vret2Dmir"	2106	455	0.216049382716049	0.00533992432564384
"636"	"DRR0055197"	"Dmir"	"adults"	"female"	"Ago2abDmir"	2283	451	0.19754708716601	0.00488261749677981
"637"	"DRR0055197"	"Dmir"	"adults"	"female"	"Ago2cDmir"	2283	5728	2.508979413053	0.0620124900699661
"638"	"DRR0055197"	"Dmir"	"adults"	"female"	"Ago2dDmir"	2283	597	0.26149802890933	0.00646324311657992
"639"	"DRR0055197"	"Dmir"	"adults"	"female"	"Ago2eDmir"	2286	18	0.0078740157480315	0.000194615914680383
"640"	"DRR0055197"	"Dmir"	"adults"	"female"	"rpl32Dmir"	405	16386	40.4592592592593	1
"641"	"DRR0055198"	"Dmir"	"adults"	"male"	"ArmiDmir"	3534	1800	0.509337860780985	0.037553583400018
"642"	"DRR0055198"	"Dmir"	"adults"	"male"	"Arx1Dmir"	492	121	0.245934959349594	0.0181328342502431
"643"	"DRR0055198"	"Dmir"	"adults"	"male"	"Arx2Dmir"	498	53	0.106425702811245	0.00784678857428622
"644"	"DRR0055198"	"Dmir"	"adults"	"male"	"Cuff1Dmir"	1122	194	0.172905525846702	0.0127483593606252
"645"	"DRR0055198"	"Dmir"	"adults"	"male"	"Cuff2Dmir"	1125	299	0.265777777777778	0.019595849262698
"646"	"DRR0055198"	"Dmir"	"adults"	"male"	"Mael1Dmir"	1157	88	0.0760587726879862	0.00560782867988975
"647"	"DRR0055198"	"Dmir"	"adults"	"male"	"Mael2Dmir"	1317	663	0.503416856492027	0.037117026557304
"648"	"DRR0055198"	"Dmir"	"adults"	"male"	"Tejas1Dmir"	1413	145	0.102618542108988	0.00756608584637541
"649"	"DRR0055198"	"Dmir"	"adults"	"male"	"Tejas2Dmir"	1797	357	0.198664440734558	0.014647569360549
"650"	"DRR0055198"	"Dmir"	"adults"	"male"	"Vret1Dmir"	2088	649	0.310823754789272	0.0229170982504379
"651"	"DRR0055198"	"Dmir"	"adults"	"male"	"Vret2Dmir"	2106	385	0.182811016144349	0.0134786931619264
"652"	"DRR0055198"	"Dmir"	"adults"	"male"	"Ago2abDmir"	2283	6708	2.93823915900131	0.216636966938928
"653"	"DRR0055198"	"Dmir"	"adults"	"male"	"Ago2cDmir"	2283	6232	2.72974156811213	0.201264397430441
"654"	"DRR0055198"	"Dmir"	"adults"	"male"	"Ago2dDmir"	2283	1681	0.736311870346036	0.0542884229911059
"655"	"DRR0055198"	"Dmir"	"adults"	"male"	"Ago2eDmir"	2286	2968	1.29833770778653	0.0957267015571715
"656"	"DRR0055198"	"Dmir"	"adults"	"male"	"rpl32Dmir"	405	5493	13.562962962963	1
"657"	"DRR0055199"	"Dmir"	"adults"	"male"	"ArmiDmir"	3534	1645	0.465478211658178	0.0394143164795237
"658"	"DRR0055199"	"Dmir"	"adults"	"male"	"Arx1Dmir"	492	127	0.258130081300813	0.0218571363008215
"659"	"DRR0055199"	"Dmir"	"adults"	"male"	"Arx2Dmir"	498	35	0.070281124497992	0.00595104650254793
"660"	"DRR0055199"	"Dmir"	"adults"	"male"	"Cuff1Dmir"	1122	217	0.193404634581105	0.0163765162043378
"661"	"DRR0055199"	"Dmir"	"adults"	"male"	"Cuff2Dmir"	1125	336	0.298666666666667	0.0252895672172277
"662"	"DRR0055199"	"Dmir"	"adults"	"male"	"Mael1Dmir"	1157	85	0.0734658599827139	0.00622071363014826
"663"	"DRR0055199"	"Dmir"	"adults"	"male"	"Mael2Dmir"	1317	686	0.5208807896735	0.0441055236917766
"664"	"DRR0055199"	"Dmir"	"adults"	"male"	"Tejas1Dmir"	1413	181	0.128096249115357	0.0108465358335187
"665"	"DRR0055199"	"Dmir"	"adults"	"male"	"Tejas2Dmir"	1797	340	0.189204229271007	0.0160208473457575
"666"	"DRR0055199"	"Dmir"	"adults"	"male"	"Vret1Dmir"	2088	595	0.284961685823755	0.0241290994686642
"667"	"DRR0055199"	"Dmir"	"adults"	"male"	"Vret2Dmir"	2106	365	0.173314339981007	0.0146753727142604
"668"	"DRR0055199"	"Dmir"	"adults"	"male"	"Ago2abDmir"	2283	7387	3.23565484012265	0.273978718429787
"669"	"DRR0055199"	"Dmir"	"adults"	"male"	"Ago2cDmir"	2283	5625	2.46386333771353	0.208627357678023
"670"	"DRR0055199"	"Dmir"	"adults"	"male"	"Ago2dDmir"	2283	1613	0.70652650021901	0.0598250538550489
"671"	"DRR0055199"	"Dmir"	"adults"	"male"	"Ago2eDmir"	2286	2210	0.966754155730534	0.0818598020219248
"672"	"DRR0055199"	"Dmir"	"adults"	"male"	"rpl32Dmir"	405	4783	11.8098765432099	1
"673"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Armi"	3519	2452	0.696788860471725	0.0155910676783721
"674"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Arx"	498	125	0.251004016064257	0.00561636504830409
"675"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Cuff"	1146	57	0.049738219895288	0.00111292243114248
"676"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Mael"	1329	786	0.591422121896163	0.0132334238562984
"677"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Tejas"	1410	116	0.0822695035460993	0.00184082936800244
"678"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Vret"	2124	220	0.103578154425612	0.00231762318151486
"679"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2e"	2310	1	0.000432900432900433	9.68640621317901e-06
"680"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2ab"	2310	1568	0.678787878787879	0.0151882849422647
"681"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2f"	2310	0	0	0
"682"	"DRR0055200"	"Dobs"	"abdomens"	"female"	"Dobs_rpl32"	402	17966	44.6915422885572	1
"683"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Armi"	3519	2228	0.633134413185564	0.0104422759539098
"684"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Arx"	498	183	0.367469879518072	0.00606067496374272
"685"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Cuff"	1146	38	0.0331588132635253	0.000546887787475883
"686"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Mael"	1329	701	0.527464258841234	0.00869945975441766
"687"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Tejas"	1410	104	0.0737588652482269	0.00121650380855778
"688"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Vret"	2124	227	0.106873822975518	0.00176266828736187
"689"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2e"	2310	1	0.000432900432900433	7.13982005522171e-06
"690"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2ab"	2310	2091	0.905194805194805	0.0149293637354686
"691"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_Ago2f"	2310	0	0	0
"692"	"DRR0055201"	"Dobs"	"abdomens"	"female"	"Dobs_rpl32"	402	24374	60.6318407960199	1
"693"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Armi"	3519	1250	0.355214549587951	0.0119574819070806
"694"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Arx"	498	561	1.12650602409639	0.03792123778988
"695"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Cuff"	1146	130	0.113438045375218	0.00381863123771878
"696"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Mael"	1329	692	0.520692249811889	0.0175279085935672
"697"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Tejas"	1410	65	0.0460992907801418	0.0015518267370304
"698"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Vret"	2124	587	0.276365348399247	0.00930320466056751
"699"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2e"	2310	804	0.348051948051948	0.0117163693784025
"700"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2ab"	2310	2548	1.1030303030303	0.0371309815624001
"701"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2f"	2310	350	0.151515151515152	0.00510040955527474
"702"	"DRR0055202"	"Dobs"	"abdomens"	"male"	"Dobs_rpl32"	402	11942	29.7064676616915	1
"703"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Armi"	3519	1638	0.465473145780051	0.0144104893803297
"704"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Arx"	498	758	1.52208835341365	0.0471220268057212
"705"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Cuff"	1146	154	0.134380453752181	0.00416025740534285
"706"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Mael"	1329	826	0.621519939804364	0.0192415106508552
"707"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Tejas"	1410	68	0.0482269503546099	0.00149304844378538
"708"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Vret"	2124	712	0.335216572504708	0.0103779023601766
"709"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2e"	2310	1113	0.481818181818182	0.0149165120593692
"710"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2ab"	2310	3096	1.34025974025974	0.0414928313888653
"711"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_Ago2f"	2310	444	0.192207792207792	0.0059505223309613
"712"	"DRR0055203"	"Dobs"	"abdomens"	"male"	"Dobs_rpl32"	402	12985	32.3009950248756	1
"713"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Armi"	3519	177	0.0502983802216539	0.00241173054020812
"714"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Arx"	498	282	0.566265060240964	0.0271515451117447
"715"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Cuff"	1146	7	0.00610820244328098	0.000292878981655409
"716"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Mael"	1329	27	0.0203160270880361	0.000974122482036083
"717"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Tejas"	1410	1	0.000709219858156028	3.40060094201722e-05
"718"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Vret"	2124	51	0.0240112994350282	0.00115130514943718
"719"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2e"	2310	30	0.012987012987013	0.000622707445226529
"720"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2ab"	2310	1566	0.677922077922078	0.0325053286408248
"721"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2f"	2310	24	0.0103896103896104	0.000498165956181223
"722"	"DRR0055204"	"Dobs"	"accessory_glands"	"male"	"Dobs_rpl32"	402	8384	20.8557213930348	1
"723"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Armi"	3519	332	0.0943449843705598	0.00401213199163917
"724"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Arx"	498	331	0.664658634538153	0.0282653941695057
"725"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Cuff"	1146	1	0.00087260034904014	3.71083613999932e-05
"726"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Mael"	1329	9	0.00677200902934537	0.000287987689600851
"727"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Tejas"	1410	0	0	0
"728"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Vret"	2124	42	0.019774011299435	0.000840913206640525
"729"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2e"	2310	26	0.0112554112554113	0.00047864966938277
"730"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2ab"	2310	3061	1.32510822510823	0.0563517937684869
"731"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_Ago2f"	2310	7	0.00303030303030303	0.000128867218679977
"732"	"DRR0055205"	"Dobs"	"accessory_glands"	"male"	"Dobs_rpl32"	402	9453	23.5149253731343	1
"733"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Armi"	3519	173	0.0491616936629724	0.00183500472168198
"734"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Arx"	498	135	0.271084337349398	0.0101184683021781
"735"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Cuff"	1146	0	0	0
"736"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Mael"	1329	64	0.0481565086531226	0.00179748528120291
"737"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Tejas"	1410	1	0.000709219858156028	2.64722732570774e-05
"738"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Vret"	2124	12	0.00564971751412429	0.000210880820861464
"739"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2e"	2310	0	0	0
"740"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2ab"	2310	1768	0.765367965367965	0.0285680521892221
"741"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2f"	2310	0	0	0
"742"	"DRR0055206"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_rpl32"	402	10770	26.7910447761194	1
"743"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Armi"	3519	246	0.0699062233589088	0.00258745067583844
"744"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Arx"	498	143	0.28714859437751	0.0106282786980719
"745"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Cuff"	1146	3	0.00261780104712042	9.68931056939884e-05
"746"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Mael"	1329	62	0.0466516177577126	0.00172672408973395
"747"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Tejas"	1410	1	0.000709219858156028	2.62504726064564e-05
"748"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Vret"	2124	30	0.0141242937853107	0.000522784835806548
"749"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2e"	2310	6	0.0025974025974026	9.61380944807885e-05
"750"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2ab"	2310	2342	1.01385281385281	0.0375259028790011
"751"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_Ago2f"	2310	0	0	0
"752"	"DRR0055207"	"Dobs"	"abdomens_without_gonads"	"female"	"Dobs_rpl32"	402	10861	27.0174129353234	1
"753"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Armi"	3519	572	0.162546177891446	0.00535339697790935
"754"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Arx"	498	212	0.42570281124498	0.0140203613075931
"755"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Cuff"	1146	21	0.0183246073298429	0.000603514021513752
"756"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Mael"	1329	182	0.136945071482318	0.00451023420743009
"757"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Tejas"	1410	17	0.0120567375886525	0.000397084098856161
"758"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Vret"	2124	137	0.0645009416195857	0.00212431415132504
"759"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2e"	2310	285	0.123376623376623	0.00406336249364268
"760"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2ab"	2310	4491	1.94415584415584	0.0640300384524537
"761"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2f"	2310	82	0.0354978354978355	0.00116910780518842
"762"	"DRR0055208"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_rpl32"	402	12206	30.363184079602	1
"763"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Armi"	3519	415	0.1179312304632	0.00399430066949248
"764"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Arx"	498	130	0.261044176706827	0.00884149962390636
"765"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Cuff"	1146	3	0.00261780104712042	8.86642531757021e-05
"766"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Mael"	1329	75	0.0564334085778781	0.00191138514182383
"767"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Tejas"	1410	2	0.00141843971631206	4.80421910824372e-05
"768"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Vret"	2124	32	0.0150659133709981	0.00051027863974566
"769"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2e"	2310	8	0.00346320346320346	0.000117297817188288
"770"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2ab"	2310	4801	2.07835497835498	0.0703933525401214
"771"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_Ago2f"	2310	0	0	0
"772"	"DRR0055209"	"Dobs"	"abdomens_without_gonads"	"male"	"Dobs_rpl32"	402	11869	29.5248756218905	1
"773"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Armi"	3519	281	0.0798522307473714	0.00274904485402443
"774"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Arx"	498	57	0.114457831325301	0.003940399776721
"775"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Cuff"	1146	17	0.0148342059336824	0.000510692025806313
"776"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Mael"	1329	38	0.0285929270127916	0.000984358710211717
"777"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Tejas"	1410	11	0.00780141843971631	0.000268576707439065
"778"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Vret"	2124	38	0.0178907721280603	0.000615919362462981
"779"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Ago2e"	2310	0	0	0
"780"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Ago2ab"	2310	1883	0.815151515151515	0.0280629364640669
"781"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_Ago2f"	2310	0	0	0
"782"	"DRR0055210"	"Dobs"	"heads"	"female"	"Dobs_rpl32"	402	11677	29.047263681592	1
"783"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Armi"	3519	414	0.117647058823529	0.00319749291103095
"784"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Arx"	498	92	0.184738955823293	0.00502096276390804
"785"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Cuff"	1146	20	0.0174520069808028	0.000474322683137227
"786"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Mael"	1329	46	0.0346124905944319	0.000940722143124983
"787"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Tejas"	1410	20	0.0141843971631206	0.000385513329698767
"788"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Vret"	2124	42	0.019774011299435	0.00053743171809701
"789"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Ago2e"	2310	0	0	0
"790"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Ago2ab"	2310	2512	1.08744588744589	0.0295553543880229
"791"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_Ago2f"	2310	0	0	0
"792"	"DRR0055211"	"Dobs"	"heads"	"female"	"Dobs_rpl32"	402	14791	36.7935323383085	1
"793"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Armi"	3519	524	0.148905939187269	0.00420573228084607
"794"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Arx"	498	171	0.343373493975904	0.00969831690987938
"795"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Cuff"	1146	24	0.0209424083769634	0.000591502014159999
"796"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Mael"	1329	53	0.0398796087283672	0.00112636848934192
"797"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Tejas"	1410	38	0.0269503546099291	0.00076119177637824
"798"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Vret"	2124	112	0.0527306967984934	0.00148933746314862
"799"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Ago2e"	2310	0	0	0
"800"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Ago2ab"	2310	3012	1.3038961038961	0.0368275299491487
"801"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_Ago2f"	2310	0	0	0
"802"	"DRR0055212"	"Dobs"	"heads"	"male"	"Dobs_rpl32"	402	14233	35.4054726368159	1
"803"	"DRR0055213"	"Dobs"	"heads"	"male"	"Dobs_Armi"	3519	414	0.117647058823529	0.00337140844361697
"804"	"DRR0055213"	"Dobs"	"heads"	"male"	"Dobs_Arx"	498	167	0.335341365461847	0.00960986804360298
