"accession"	"species"	"organ"	"sex"	"gene"	"genelength"	"reads"	"relex"	"normalized"
"1762"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2a1"	2007	516	0.257100149476831	0.0249522071742431
"1763"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2a3"	2007	505	0.251619332336821	0.0244202802771178
"1764"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2b"	2940	5967	2.02959183673469	0.196976921609765
"1765"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2c"	2916	3362	1.15294924554184	0.111896583859201
"1766"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2d"	2838	510	0.179704016913319	0.0174407205487405
"1767"	"DRR0055275"	"Dpse"	"adults"	"male"	"DpseAgo2e"	2286	2568	1.12335958005249	0.109024833434282
"1768"	"DRR0055275"	"Dpse"	"adults"	"male"	"Dpse_rpl32"	405	4173	10.3037037037037	1
"11000"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Armi"	3507	742	0.211576846307385	0.00444650629207052
"2179"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Arx1"	495	0	0	0
"3100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Arx2"	501	29	0.0578842315369262	0.00121649700443439
"4100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Cuff1"	1119	8	0.00714924039320822	0.000150248682437306
"5100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Cuff2"	1113	1	0.000898472596585804	1.88823310475456e-05
"6100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Mael1"	1314	357	0.271689497716895	0.00570983584532938
"7100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Mael2"	1113	26	0.0233602875112309	0.000490940607236185
"8100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Tejas1"	1782	11	0.00617283950617284	0.000129728607752582
"9100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Tejas2"	1413	6	0.00424628450106157	8.92400613839415e-05
"10100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Vret1"	2085	28	0.0134292565947242	0.000282229719312091
"11100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_Vret2"	2109	198	0.0938833570412518	0.00197305586641622
"12100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2a1"	2007	6	0.00298953662182362	6.28282046514745e-05
"13100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2a3"	2007	7	0.00348779272546089	7.32995720933869e-05
"14100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2b"	2940	17	0.00578231292517007	0.000121521287670275
"15100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2c"	2916	3575	1.22599451303155	0.0257655429286377
"16100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2d"	2838	120	0.0422832980972516	0.000888627249721701
"17100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"DpseAgo2e"	2286	0	0	0
"18100"	"DRR003873"	"Dpse"	"3rd_instar_larvae"	"female"	"Dpse_rpl32"	405	19271	47.5827160493827	1
"19100"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Armi"	3507	1277	0.364128885086969	0.00889297464030769
"20100"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Arx1"	495	52	0.105050505050505	0.00256560661794938
"2180"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Arx2"	501	54	0.107784431137725	0.00263237620519679
"2210"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Cuff1"	1119	25	0.0223413762287757	0.000545634527688244
"2310"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Cuff2"	1113	14	0.0125786163522013	0.00030720253407957
"2410"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Mael1"	1314	372	0.28310502283105	0.00691416114373608
"2510"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Mael2"	1113	35	0.0314465408805031	0.000768006335198925
"2610"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Tejas1"	1782	62	0.0347923681257015	0.000849720140560157
"2710"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Tejas2"	1413	28	0.0198159943382873	0.000483958132244248
"2810"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Vret1"	2085	56	0.0268585131894484	0.000655954763415945
"2910"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_Vret2"	2109	244	0.115694642010431	0.00282556413280014
"3010"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2a1"	2007	36	0.0179372197309417	0.000438073568777145
"3110"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2a3"	2007	24	0.0119581464872945	0.00029204904585143
"3210"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2b"	2940	770	0.261904761904762	0.00639639562029962
"3310"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2c"	2916	4283	1.46879286694102	0.035871742815601
"3410"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2d"	2838	190	0.0669485553206483	0.00163505788487382
"3510"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"DpseAgo2e"	2286	52	0.0227471566054243	0.000555544740107149
"3610"	"DRR003875"	"Dpse"	"3rd_instar_larvae"	"male"	"Dpse_rpl32"	405	16583	40.9456790123457	1
"3710"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Armi"	3507	1615	0.46050755631594	0.0100824716352014
"3810"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Arx1"	495	0	0	0
"3910"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Arx2"	501	40	0.0798403193612774	0.00174804461786774
"4010"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Cuff1"	1119	10	0.00893655049151028	0.000195659149587072
"4110"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Cuff2"	1113	0	0	0
"4210"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Mael1"	1314	355	0.270167427701674	0.00591511559191145
"4310"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Mael2"	1113	80	0.0718778077268643	0.00157371132713699
"4410"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Tejas1"	1782	19	0.010662177328844	0.000233440470222825
"4510"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Tejas2"	1413	15	0.0106157112526539	0.000232423129923497
"4610"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Vret1"	2085	12	0.00575539568345324	0.000126010122813199
"4710"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_Vret2"	2109	276	0.130867709815078	0.00286525151233142
"4810"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2a1"	2007	44	0.0219232685600399	0.000479993716445894
"4910"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2a3"	2007	41	0.0204285002491281	0.000447266872142765
"5010"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2b"	2940	105	0.0357142857142857	0.000781937815671192
"5110"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2c"	2916	5938	2.0363511659808	0.0445843995146622
"5210"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2d"	2838	591	0.208245243128964	0.004559375255013
"5310"	"DRR003877"	"Dpse"	"pupae"	"female"	"DpseAgo2e"	2286	5	0.00218722659667542	4.78877052467047e-05
"5410"	"DRR003877"	"Dpse"	"pupae"	"female"	"Dpse_rpl32"	405	18498	45.6740740740741	1
"5510"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Armi"	3507	2837	0.808953521528372	0.0130773231237373
"5610"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Arx1"	495	142	0.286868686868687	0.00463744135160732
"5710"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Arx2"	501	68	0.135728542914172	0.00219415079552307
"5810"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Cuff1"	1119	106	0.0947274352100089	0.00153133801381286
"5910"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Cuff2"	1113	35	0.0314465408805031	0.000508356247020468
"6010"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Mael1"	1314	620	0.471841704718417	0.00762766496670893
"6110"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Mael2"	1113	153	0.137466307277628	0.00222224302268947
"6210"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Tejas1"	1782	267	0.14983164983165	0.00242213779514702
"6310"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Tejas2"	1413	45	0.0318471337579618	0.00051483212277869
"6410"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Vret1"	2085	114	0.0546762589928058	0.000883881566761918
"6510"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_Vret2"	2109	526	0.249407302038881	0.00403185076939875
"6610"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2a1"	2007	201	0.100149476831091	0.00161898926741675
"6710"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2a3"	2007	209	0.104135525660189	0.00168342665119453
"6810"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2b"	2940	6427	2.18605442176871	0.0353391626079243
"6910"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2c"	2916	8056	2.76268861454047	0.0446608745016121
"7010"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2d"	2838	1112	0.391825229034531	0.00633414033285376
"7110"	"DRR003879"	"Dpse"	"pupae"	"male"	"DpseAgo2e"	2286	1904	0.832895888013998	0.0134643689237085
"7210"	"DRR003879"	"Dpse"	"pupae"	"male"	"Dpse_rpl32"	405	25053	61.8592592592593	1
"7310"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Armi"	3507	7786	2.22013116623895	0.0436291485431984
"7410"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Arx1"	495	1	0.00202020202020202	3.97002192334329e-05
"7510"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Arx2"	501	481	0.960079840319361	0.0188671131704275
"7610"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Cuff1"	1119	41	0.0366398570151921	0.000720032126311457
"7710"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Cuff2"	1113	2	0.00179694519317161	3.53128634690912e-05
"7810"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Mael1"	1314	2642	2.01065449010654	0.0395125949096584
"7910"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Mael2"	1113	1333	1.19766397124888	0.0235360235021493
"8010"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Tejas1"	1782	1133	0.635802469135803	0.0124945412198554
"8110"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Tejas2"	1413	638	0.451521585279547	0.00887312543249146
"8210"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Vret1"	2085	1530	0.733812949640288	0.0144206048136405
"8310"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_Vret2"	2109	1325	0.628259838786155	0.0123463164010089
"8410"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2a1"	2007	9	0.00448430493273543	8.81238050248846e-05
"8510"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2a3"	2007	14	0.00697558545092177	0.000137081474483154
"8610"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2b"	2940	239	0.0812925170068027	0.00159752871986778
"8710"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2c"	2916	4561	1.56412894375857	0.0307376496784037
"8810"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2d"	2838	164	0.0577871740662438	0.00113561092225866
"8910"	"DRR003881"	"Dpse"	"adults"	"female"	"DpseAgo2e"	2286	1	0.000437445319335083	8.59650416471972e-06
"9010"	"DRR003881"	"Dpse"	"adults"	"female"	"Dpse_rpl32"	405	20609	50.8864197530864	1
"9110"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Armi"	3507	874	0.249215854006273	0.0100942515124053
"9210"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Arx1"	495	62	0.125252525252525	0.00507323459618689
"9310"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Arx2"	501	36	0.0718562874251497	0.00291047068778734
"9410"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Cuff1"	1119	37	0.033065236818588	0.00133927601875469
"9510"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Cuff2"	1113	19	0.0170709793351303	0.000691443807453522
"9610"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Mael1"	1314	72	0.0547945205479452	0.002219400022194
"9710"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Mael2"	1113	71	0.0637915543575921	0.00258381633311579
"9810"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Tejas1"	1782	170	0.0953984287317621	0.00386402276591295
"9910"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Tejas2"	1413	24	0.0169851380042463	0.000687966885860561
"10010"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Vret1"	2085	81	0.0388489208633093	0.00157353864882891
"10110"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_Vret2"	2109	77	0.0365101944049312	0.00147881075447516
"10210"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2a1"	2007	77	0.0383657199800698	0.00155396705589841
"10310"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2a3"	2007	59	0.0293971101145989	0.00119070202984424
"10410"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2b"	2940	2956	1.00544217687075	0.0407244806113264
"10510"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2c"	2916	3098	1.06241426611797	0.0430320809858764
"10610"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2d"	2838	533	0.187808315715292	0.00760699748621797
"10710"	"DRR003883"	"Dpse"	"adults"	"male"	"DpseAgo2e"	2286	1033	0.451881014873141	0.0183030114035026
"10810"	"DRR003883"	"Dpse"	"adults"	"male"	"Dpse_rpl32"	405	9999	24.6888888888889	1
"10910"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Armi"	3507	14849	4.23410322212717	0.052371859785649
"11010"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Arx1"	495	3	0.00606060606060606	7.49639756450372e-05
"11110"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Arx2"	501	349	0.696606786427146	0.00861636833836221
"11210"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Cuff1"	1119	118	0.105451295799821	0.00130433298106244
"11310"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Cuff2"	1113	14	0.0125786163522013	0.000155585609829323
"11410"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Mael1"	1314	2378	1.80974124809741	0.022384790809622
"11510"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Mael2"	1113	1994	1.79155435759209	0.0221598361428335
"11610"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Tejas1"	1782	1062	0.595959595959596	0.00737145760509533
"11710"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Tejas2"	1413	522	0.369426751592357	0.00456946017148412
"11810"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Vret1"	2085	1336	0.640767386091127	0.00792568766963645
"11910"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_Vret2"	2109	671	0.318160265528687	0.00393534213539132
"12010"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2a1"	2007	32	0.0159441953163926	0.000197214644447333
"12110"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2a3"	2007	32	0.0159441953163926	0.000197214644447333
"12210"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2b"	2940	230	0.0782312925170068	0.000967647236642573
"12310"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2c"	2916	6932	2.37722908093278	0.0294040795827437
"12410"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2d"	2838	453	0.159619450317125	0.00197434191669778
"12510"	"ERR214564"	"Dpse"	"adults"	"female"	"DpseAgo2e"	2286	45	0.0196850393700787	0.00024348535396518
"12610"	"ERR214564"	"Dpse"	"adults"	"female"	"Dpse_rpl32"	405	32743	80.8469135802469	1
"12710"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Armi"	3507	14991	4.27459366980325	0.0579814601202464
"12810"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Arx1"	495	1	0.00202020202020202	2.74024321180862e-05
"12910"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Arx2"	501	504	1.0059880239521	0.0136454266762877
"13010"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Cuff1"	1119	89	0.0795352993744415	0.0010788330178394
"13110"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Cuff2"	1113	16	0.0143755615453729	0.000194993047956193
"13210"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Mael1"	1314	3701	2.81659056316591	0.03820480869724
"13310"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Mael2"	1113	2397	2.15363881401617	0.0292123959969372
"13410"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Tejas1"	1782	1572	0.882154882154882	0.0119657286915643
"13510"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Tejas2"	1413	960	0.679405520169851	0.00921559500531817
"13610"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Vret1"	2085	2022	0.969784172661871	0.0131543502554778
"13710"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_Vret2"	2109	881	0.417733522996681	0.00566622268114595
"13810"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2a1"	2007	24	0.0119581464872945	0.000162202737201228
"13910"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2a3"	2007	19	0.00946686596910812	0.000128410500284305
"14010"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2b"	2940	181	0.0615646258503401	0.000835075137965964
"14110"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2c"	2916	8109	2.78086419753086	0.0377202089892156
"14210"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2d"	2838	382	0.134601832276251	0.0018257666981004
"14310"	"ERR214565"	"Dpse"	"adults"	"female"	"DpseAgo2e"	2286	10	0.00437445319335083	5.93359750588481e-05
"14410"	"ERR214565"	"Dpse"	"adults"	"female"	"Dpse_rpl32"	405	29858	73.7234567901234	1
"14510"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Armi"	3507	12814	3.65383518676932	0.0399083940302474
"14610"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Arx1"	495	3	0.00606060606060606	6.61959399823477e-05
"14710"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Arx2"	501	456	0.910179640718563	0.00994128248357654
"14810"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Cuff1"	1119	107	0.09562109025916	0.00104440511205393
"14910"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Cuff2"	1113	8	0.00718778077268643	7.8507314264779e-05
"15010"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Mael1"	1314	2654	2.01978691019787	0.0220607793589573
"15110"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Mael2"	1113	1729	1.55345911949686	0.0169673932954754
"15210"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Tejas1"	1782	1080	0.606060606060606	0.00661959399823478
"15310"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Tejas2"	1413	900	0.636942675159236	0.00695689815101107
"15410"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Vret1"	2085	1892	0.907434052757794	0.00991129426555843
"15510"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_Vret2"	2109	662	0.31389284020863	0.00342844121587096
"15610"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2a1"	2007	15	0.00747384155455904	8.16317645522225e-05
"15710"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2a3"	2007	19	0.00946686596910812	0.000103400235099482
"15810"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2b"	2940	581	0.197619047619048	0.00215846047156727
"15910"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2c"	2916	9251	3.17249657064472	0.0346510547764593
"16010"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2d"	2838	584	0.205778717406624	0.00224758307847041
"16110"	"ERR214566"	"Dpse"	"adults"	"female"	"DpseAgo2e"	2286	1	0.000437445319335083	4.77792217720358e-06
"16210"	"ERR214566"	"Dpse"	"adults"	"female"	"Dpse_rpl32"	405	37080	91.5555555555556	1
"16310"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Armi"	3507	203	0.0578842315369262	0.0228267904308229
"16410"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Arx1"	495	0	0	0
"16510"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Arx2"	501	8	0.0159680638722555	0.00629704563608907
"16610"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Cuff1"	1119	1	0.000893655049151028	0.000352415087542518
"16710"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Cuff2"	1113	0	0	0
"16810"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Mael1"	1314	5	0.00380517503805175	0.00150058022435342
"16910"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Mael2"	1113	8	0.00718778077268643	0.0028345191946816
"17010"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Tejas1"	1782	4	0.00224466891133558	0.00088519075860848
"17110"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Tejas2"	1413	0	0	0
"17210"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Vret1"	2085	4	0.00191846522781775	0.0007565515260625
"17310"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_Vret2"	2109	5	0.00237079184447606	0.000934927650450635
"17410"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2a1"	2007	21	0.0104633781763827	0.00412625916400679
"17510"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2a3"	2007	19	0.00946686596910812	0.00373328210076805
"17610"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2b"	2940	74	0.0251700680272109	0.00992587882280468
"17710"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2c"	2916	704	0.241426611796982	0.0952071838147787
"17810"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2d"	2838	210	0.0739957716701903	0.0291804162866865
"17910"	"SRR034782"	"Dpse"	"heads"	"female"	"DpseAgo2e"	2286	1	0.000437445319335083	0.000172507647839054
"18010"	"SRR034782"	"Dpse"	"heads"	"female"	"Dpse_rpl32"	405	1027	2.5358024691358	1
"18110"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Armi"	3507	89	0.0253778157969775	0.0358119003406825
"18210"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Arx1"	495	0	0	0
"18310"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Arx2"	501	5	0.00998003992015968	0.0140833315946504
"18410"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Cuff1"	1119	0	0	0
"18510"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Cuff2"	1113	0	0	0
"18610"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Mael1"	1314	5	0.00380517503805175	0.00536967209202425
"18710"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Mael2"	1113	2	0.00179694519317161	0.00253575889628746
"18810"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Tejas1"	1782	0	0	0
"18910"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Tejas2"	1413	0	0	0
"19010"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Vret1"	2085	0	0	0
"19110"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_Vret2"	2109	5	0.00237079184447606	0.00334554249830245
"19210"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2a1"	2007	9	0.00448430493273543	0.0063280261245918
"19310"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2a3"	2007	4	0.00199302441454908	0.00281245605537414
"19410"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2b"	2940	19	0.00646258503401361	0.00911967574486241
"19510"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2c"	2916	267	0.0915637860082305	0.129210220673635
"19610"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2d"	2838	71	0.0250176180408739	0.0353036073399091
"19710"	"SRR034783"	"Dpse"	"heads"	"female"	"DpseAgo2e"	2286	0	0	0
"19810"	"SRR034783"	"Dpse"	"heads"	"female"	"Dpse_rpl32"	405	287	0.708641975308642	1
"19910"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Armi"	3507	90	0.0256629597946963	0.0313057190266627
"20010"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Arx1"	495	0	0	0
"20110"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Arx2"	501	5	0.00998003992015968	0.0121744462881466
"20210"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Cuff1"	1119	0	0	0
"20310"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Cuff2"	1113	0	0	0
"20410"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Mael1"	1314	3	0.00228310502283105	0.00278511305495956
"20510"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Mael2"	1113	6	0.00539083557951483	0.00657616990874549
"20610"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Tejas1"	1782	1	0.000561167227833895	0.000684556407447974
"20710"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Tejas2"	1413	0	0	0
"20810"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Vret1"	2085	1	0.000479616306954436	0.000585074109387189
"20910"	"SRR034784"	"Dpse"	"heads"	"female"	"Dpse_Vret2"	2109	1	0.000474158368895211	0.000578416082537833
"21010"	"SRR034784"	"Dpse"	"heads"	"female"	"DpseAgo2a1"	2007	6	0.00298953662182362	0.00364687449348965
"21110"	"SRR034784"	"Dpse"	"heads"	"female"	"DpseAgo2a3"	2007	4	0.00199302441454908	0.00243124966232644
"21210"	"SRR034784"	"Dpse"	"heads"	"female"	"DpseAgo2b"	2940	18	0.00612244897959184	0.00746865011064667
